gene_id,uniprot_id,concentration_uM,pKapp
PSF3,Q9CY94,0.0907349148574638,#N/A
AJUBA,Q91XC0,#N/A,#N/A
VAMP2,P63044,#N/A,#N/A
ZN326,O88291,0.0239661116221013,#N/A
WAC,Q924H7,0.0241833999688878,#N/A
DHCR7,O88455,0.0446567190294,#N/A
CGT,Q64676,#N/A,#N/A
CCNH,Q61458,0.0221593844176152,#N/A
FRG1,P97376,0.0457911594350031,#N/A
RCC1L,Q9CYF5,#N/A,#N/A
PIGS,Q6PD26,0.0659828501323704,#N/A
NDUB9,Q9CQJ8,0.311337238978006,#N/A
RT31,Q61733,0.0599275045839014,#N/A
RIP,Q9CWY9,#N/A,#N/A
FZD2,Q9JIP6,#N/A,#N/A
C2D1A,Q8K1A6,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
NT5D3,Q3UHB1,#N/A,#N/A
ARMC1,Q9D7A8,0.040458914750419,#N/A
GOLP3,Q9CRA5,0.0754147498472341,#N/A
EPN2,Q8CHU3,#N/A,#N/A
PHYD1,Q9DB26,#N/A,#N/A
LC7L3,Q5SUF2,0.0692403450933563,#N/A
PRIO,P04925,#N/A,#N/A
GOLI4,Q8BXA1,0.042755387323828,#N/A
QRIC1,Q3UA37,0.0207590968086248,#N/A
GLIP1,Q9CWG1,0.027168940393878,4.51193117942886
ATE1,Q9Z2A5,0.0437441620695746,#N/A
BABA1,Q3UI43,0.0583288793926666,#N/A
FCHO2,Q3UQN2,0.0354373429431551,#N/A
GPKOW,Q56A08,0.628577358854364,#N/A
RT02,Q924T2,0.0550847964679377,#N/A
SPIN1,Q61142,#N/A,#N/A
HS2ST,Q8R3H7,0.0382272821754874,#N/A
CSTFT,Q8C7E9,0.00666814948017722,#N/A
PDD2L,Q8C5N5,#N/A,#N/A
COXM1,Q9CPZ8,0.1045348879334,#N/A
2A5E,Q61151,0.0210981774768484,#N/A
ZN496,Q5SXI5,#N/A,#N/A
TP4A2,O70274,#N/A,#N/A
RIF1,Q6PR54,0.0157042637974599,#N/A
HOOK3,Q8BUK6,0.0485684617118591,#N/A
ARP3B,Q641P0,#N/A,#N/A
THOC1,Q8R3N6,0.0434830640508709,#N/A
SDC1,P18828,#N/A,#N/A
PLD3,O35405,0.115807608566268,#N/A
BAG5,Q8CI32,#N/A,#N/A
ENSA,P60840,0.044171485704836,#N/A
PHF6,Q9D4J7,#N/A,#N/A
RT11,Q9DCA2,0.0532746094468338,#N/A
TBD2A,B1AVH7,#N/A,#N/A
TMA16,Q9CR02,#N/A,#N/A
CT2NL,Q99LJ0,0.0624520757715822,#N/A
KNTC1,Q8C3Y4,0.0233635922766749,#N/A
RABE1,O35551,0.0217008330145505,#N/A
CHSTE,Q80V53,#N/A,#N/A
K2C80,Q0VBK2,#N/A,#N/A
GNL1,P36916,0.103627235384429,#N/A
GOSR1,O88630,0.0469032195377933,#N/A
AAKG1,O54950,0.126736323320511,#N/A
UBXN4,Q8VCH8,0.0654343237158869,4.14892084503082
SMYD3,Q9CWR2,#N/A,#N/A
CASP8,O89110,0.181582986940007,#N/A
TAOK3,Q8BYC6,0.0956505991778794,#N/A
MED4,Q9CQA5,0.0511677125919376,#N/A
RPF2,Q9JJ80,0.0802254306464204,#N/A
FKBP9,Q9Z247,#N/A,#N/A
KCAB2,P62482,0.337825159566675,#N/A
FUT8,Q9WTS2,#N/A,#N/A
TTC38,A3KMP2,#N/A,#N/A
STX16,Q8BVI5,0.027098254313345,#N/A
KCTD5,Q8VC57,0.0333436228307914,#N/A
CO72L,Q61387,0.0534500757491142,#N/A
KAD3,Q9WTP7,0.0569968682584883,#N/A
KC1G2,Q8BVP5,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
FIBP,Q9JI19,#N/A,#N/A
PAK3,Q61036,#N/A,#N/A
SPN90,Q9ESJ4,#N/A,#N/A
ARI2,Q9Z1K6,#N/A,#N/A
PNCB,Q8CC86,#N/A,#N/A
HTSF1,Q8BGC0,0.0646800427033685,4.81339724934525
GCP3,P58854,0.0128986215965435,#N/A
TR10B,Q9QZM4,#N/A,#N/A
SCO1,Q5SUC9,#N/A,#N/A
TF3C4,Q8BMQ2,0.0609671766758279,#N/A
BORG2,Q9CQC5,#N/A,#N/A
RSRC2,A2RTL5,0.0342719297230695,#N/A
HMGN5,Q9JL35,0.15851113507068,#N/A
NDUB8,Q9D6J5,0.210986801754006,#N/A
ERC2,Q6PH08,#N/A,#N/A
PMM2,Q9Z2M7,0.289904732041369,#N/A
LIMD1,Q9QXD8,0.0599981919746917,#N/A
TXLNG,Q8BHN1,#N/A,#N/A
OSB10,S4R1M9,#N/A,#N/A
MAT1,P51949,0.0489513258115904,#N/A
RB,P13405,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
DI3L2,Q8CI75,0.0479153267033054,#N/A
ABD12,Q99LR1,0.305189874966302,#N/A
DLGP4,B1AZP2,0.00821304150894984,#N/A
#N/A,#N/A,#N/A,#N/A
ISCA2,Q9DCB8,#N/A,#N/A
COIL,Q5SU73,#N/A,#N/A
VATH,Q8BVE3,0.315993352715903,#N/A
GLO2,Q99KB8,0.0226703756684819,#N/A
TM1L2,Q5SRX1,#N/A,#N/A
UBP22,Q5DU02,#N/A,#N/A
EGLN,Q63961,#N/A,#N/A
SDF2L,Q9ESP1,2.91896911490354,#N/A
THOC2,B1AZI6,0.249755034756129,4.00983774994973
SCAF4,Q7TSH6,0.0421233109920965,4.31504849205546
DJC10,Q9DC23,0.693647670347955,#N/A
WAPL,Q65Z40,0.0988109767662007,#N/A
CLPB,Q60649,2.64790899763247,#N/A
GGH,Q9Z0L8,#N/A,#N/A
BCL7B,Q921K9,0.0486229263947106,#N/A
COT2,P43135,#N/A,#N/A
LAR4B,Q6A0A2,0.0648097114575328,#N/A
UBQL4,Q99NB8,0.0775374754933568,#N/A
RM10,Q3TBW2,0.0731552839131643,#N/A
ANR28,Q505D1,0.0157672397604671,#N/A
RM52,Q9D0Y8,#N/A,#N/A
SMBP2,P40694,#N/A,#N/A
ARI1,Q9Z1K5,0.19027440791726,#N/A
#N/A,#N/A,#N/A,#N/A
ALG5,Q9DB25,#N/A,#N/A
ERCC3,P49135,#N/A,#N/A
NDUAB,Q9D8B4,0.335494081345849,#N/A
PTGR2,Q8VDQ1,0.307498626385831,#N/A
RBM5,Q91YE7,#N/A,#N/A
RL3L,E9PWZ3,0.00644769281307399,#N/A
LAGE3,Q9CR70,0.0866773882230781,#N/A
RMP,Q3TLD5,0.0300794917318079,#N/A
RAP1A,P62835,0.157695196308304,#N/A
ZNT1,Q60738,#N/A,#N/A
KCC1D,Q8BW96,0.00276162401340563,#N/A
CUL4A,Q3TCH7,0.0103186960945112,#N/A
GABPA,Q00422,0.213093863292716,#N/A
PCAT1,Q3TFD2,0.0516624030690812,#N/A
DPOA2,P33611,0.445700929954851,#N/A
MTNA,Q9CQT1,0.93503294276232,#N/A
ATLA2,Q6PA06,0.16169244680911,#N/A
TNAP2,Q61333,#N/A,#N/A
ACBD6,Q9D061,#N/A,#N/A
TKFC,Q8VC30,0.0600463542823109,#N/A
GOSR2,O35166,#N/A,#N/A
GPI8,Q9CXY9,0.0400441933283251,#N/A
CSRP2,P97314,#N/A,#N/A
ELP4,Q9ER73,0.0210423362927173,#N/A
HEXA,P29416,0.369873169717728,#N/A
VPS16,Q920Q4,0.0440491114160912,#N/A
CAB45,Q61112,0.0100418640635105,#N/A
#N/A,#N/A,#N/A,#N/A
MAPK3,Q3UMW7,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
DPOE4,Q9CQ36,0.0957459463067819,#N/A
MYL6B,Q8CI43,#N/A,#N/A
NTM1A,Q8R2U4,#N/A,#N/A
MAX,P28574,0.0643251315116983,#N/A
TACD2,Q8BGV3,#N/A,#N/A
RPA1,O35134,0.02809095848036,#N/A
VAS1,Q9R1Q9,0.605736018179186,#N/A
ZFP91,Q62511,#N/A,#N/A
UBQL2,Q9QZM0,0.0519714940326054,#N/A
THRB,P19221,0.0348730532789689,#N/A
UQCC1,Q9CWU6,0.0316912821662109,#N/A
TPPC5,Q9CQA1,0.10301778501865,#N/A
PZP,Q61838,0.130503951288764,#N/A
RFOX2,Q8BP71,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
LPAR1,P61793,#N/A,#N/A
BCAM,Q9R069,#N/A,#N/A
RIFK,Q8CFV9,0.0349569856399531,#N/A
AAK1,Q3UHJ0,0.019640026969572,#N/A
DIAP2,O70566,#N/A,#N/A
GALM,Q8K157,#N/A,#N/A
NELFA,Q8BG30,0.0229847496775209,4.17542867805369
#N/A,#N/A,#N/A,#N/A
MTX1,P47802,0.235412400707347,#N/A
GALT7,Q80VA0,0.864548735366211,#N/A
TWSG1,Q9EP52,0.0449585678967529,#N/A
RB6I2,Q99MI1,0.0189445218756239,#N/A
#N/A,#N/A,#N/A,#N/A
ASAH1,Q9WV54,0.379908395916992,#N/A
STALP,Q76N33,#N/A,#N/A
PTN23,Q6PB44,0.0124693741407488,#N/A
HCLS1,P49710,4.00635271684604,4.74464303028169
COPG2,Q9QXK3,0.190504722043576,#N/A
RN213,E9Q555,0.0942060577340917,#N/A
L1CAM,P11627,#N/A,#N/A
GBP1,Q01514,#N/A,#N/A
F91A1,Q3UVG3,0.00783548272917914,#N/A
DCP1A,Q91YD3,0.0407195892175756,#N/A
RT09,Q9D7N3,0.141591803967379,#N/A
S20A1,Q61609,0.0118268699452894,#N/A
SHOT1,Q8K2Q9,0.563960152097622,#N/A
PO210,Q9QY81,0.0394112278740253,#N/A
TBC15,Q9CXF4,0.199511209514444,#N/A
VIP2,Q6ZQB6,0.023910506391637,#N/A
VP37C,Q8R105,0.00467292671930404,#N/A
NHP2,Q9CRB2,0.0722782454897888,#N/A
EFHD1,Q9D4J1,#N/A,#N/A
IF4E2,Q8BMB3,0.0606761932437661,#N/A
UB2G1,P62254,#N/A,#N/A
NFYC,P70353,0.0321729954899183,#N/A
NCDN,Q9Z0E0,0.057521891720486,#N/A
TPSN,Q9R233,0.331961294429986,#N/A
EFNMT,Q91YR5,0.027658665603261,#N/A
#N/A,#N/A,#N/A,#N/A
LRRF2,Q91WK0,0.0470311679526702,#N/A
PTTG,Q8R143,#N/A,#N/A
YIPF5,Q9EQQ2,0.0116819431380775,4.29231925873674
EXOS3,Q7TQK4,#N/A,#N/A
UBE2O,Q6ZPJ3,0.0552426541937356,#N/A
CNDG2,Q6DFV1,0.0247624992069056,#N/A
OPTN,Q8K3K8,#N/A,#N/A
DNJB4,Q9D832,0.0171810238294517,#N/A
PXL2B,Q9DB60,#N/A,#N/A
NEUR1,O35657,#N/A,#N/A
RRP15,Q9CYX7,#N/A,#N/A
CLAP1,Q80TV8,0.0223096904540496,#N/A
DBR1,Q923B1,0.168999583039278,#N/A
MK67I,Q91VE6,#N/A,#N/A
AAGAB,Q8R2R3,0.0362198728969521,#N/A
NDUA7,Q9Z1P6,0.212068423993226,#N/A
KAPCB,P68181,0.10222005585648,#N/A
UNG,P97931,#N/A,#N/A
SC24A,Q3U2P1,0.0484772099932673,#N/A
MRP1,O35379,0.136573345621917,#N/A
GRB10,Q60760,#N/A,#N/A
NR5A2,P45448,#N/A,#N/A
UFSP2,Q99K23,0.142412688367916,#N/A
MGST2,A2RST1,#N/A,#N/A
AASS,Q99K67,#N/A,#N/A
HECD1,Q69ZR2,0.0531200727717686,#N/A
COX1,P00397,0.115524561188377,#N/A
ANFY1,Q810B6,0.219423887928379,#N/A
MAN1,Q9WU40,0.0266019256757151,#N/A
RBM7,Q9CQT2,0.093759481638074,#N/A
SCLY,Q9JLI6,0.113227039272058,#N/A
EED,Q921E6,0.462642267306463,#N/A
U3IP2,Q91WM3,#N/A,#N/A
WDR6,Q99ME2,0.0333755041653819,#N/A
SYVN1,Q9DBY1,0.0173682015260534,#N/A
GBRL1,Q8R3R8,0.0341495563762334,#N/A
UBE3C,Q80U95,#N/A,#N/A
SSU72,Q9CY97,0.0323481537007094,#N/A
LSM12,Q9D0R8,0.0176028875527477,#N/A
UBP3,Q91W36,0.00882299503114589,#N/A
SDE2,Q8K1J5,#N/A,#N/A
CETN2,Q9R1K9,0.158065313672899,#N/A
BIN3,Q9JI08,#N/A,#N/A
TRM1L,A2RSY6,0.0406241411316931,#N/A
STRN,O55106,0.0739881122047874,#N/A
KS6A2,Q9WUT3,#N/A,#N/A
YTHD3,Q8BYK6,0.0642518168803234,#N/A
IAH1,Q9DB29,#N/A,#N/A
PTPRE,P49446,#N/A,#N/A
PATL1,Q3TC46,#N/A,#N/A
FAKD2,Q922E6,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
NH2L1,Q9D0T1,0.361340923063848,#N/A
VIR,A2AIV2,#N/A,#N/A
UB2L6,Q9QZU9,#N/A,#N/A
ERLN2,Q8BFZ9,0.0267799423569147,#N/A
HSDL1,Q8BTX9,#N/A,#N/A
P66B,Q8VHR5,0.0865857701541916,#N/A
NUP35,Q8R4R6,0.038655308261639,#N/A
FBP1L,Q8K012,0.384086949189527,#N/A
#N/A,#N/A,#N/A,#N/A
VATD,P57746,0.0942136675615597,#N/A
HPF1,Q8CFE2,0.242360558362577,#N/A
YIPF6,Q8BR70,#N/A,#N/A
RRP1B,Q91YK2,0.00702992174527849,#N/A
PCYXL,Q8C7K6,0.319803968890683,#N/A
PSB10,O35955,0.101733013931059,#N/A
SUV3,Q80YD1,#N/A,#N/A
RING2,Q9CQJ4,0.0397204676908759,4.5597838827273
SMRC1,P97496,0.177533510135147,#N/A
CHAP1,Q8K327,0.0202459692139325,4.70315875942585
RM40,Q9Z2Q5,0.0981895713880547,#N/A
TBL2,Q9R099,0.207132434555601,#N/A
TM1L1,Q923U0,#N/A,#N/A
COA7,Q921H9,#N/A,#N/A
MCU,Q3UMR5,#N/A,#N/A
MRGBP,Q9DAT2,#N/A,#N/A
NUP98,Q6PFD9,0.0255521740728228,#N/A
UBP19,Q3UJD6,0.0913682815939425,#N/A
KPYR,P53657,0.015895804564733,#N/A
SNF5,Q9Z0H3,0.152764947296409,#N/A
DDX47,Q9CWX9,0.0675466555162549,#N/A
WDR3,Q8BHB4,0.0861040110889524,#N/A
SMYD2,Q8R5A0,0.0134865403509043,#N/A
CPSF2,O35218,0.122879486964568,#N/A
AAR2,Q9D2V5,#N/A,#N/A
MGAT2,Q921V5,0.0676247593141039,#N/A
2AAB,Q7TNP2,0.0669551313659862,#N/A
SMAD3,Q8BUN5,#N/A,#N/A
SGPL1,Q8R0X7,0.771959437779485,#N/A
S39AA,Q6P5F6,0.04110987617063,#N/A
OSBL9,A2A8Z1,0.031013779603816,#N/A
DDX3Y,Q62095,0.0367776134083068,#N/A
TOE1,Q9D2E2,0.0770757125137512,#N/A
#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
KIF23,E9Q5G3,0.00997519487378213,4.12255689003196
PKHO2,Q8K124,0.589409395912098,#N/A
TM245,B1AZA5,#N/A,#N/A
M4K5,Q8BPM2,#N/A,#N/A
IPO8,Q7TMY7,0.0351089155015333,#N/A
NACC1,Q7TSZ8,#N/A,#N/A
ORC4,O88708,#N/A,#N/A
CCHL,P53702,0.0140351266227165,#N/A
NNMT,O55239,#N/A,#N/A
SYSM,Q9JJL8,#N/A,#N/A
TOR1B,Q9ER41,0.0746103128245274,#N/A
PTK7,Q8BKG3,#N/A,#N/A
ZP2,P20239,#N/A,#N/A
PRC2A,Q7TSC1,0.0225884075576228,5.58269554118655
RPP30,O88796,0.581229264799683,#N/A
ARFP2,Q8K221,#N/A,#N/A
DJB12,Q9QYI4,0.0445327477056544,#N/A
CWC22,Q8C5N3,0.0669669943058749,4.18402571238291
SRGP3,Q812A2,#N/A,#N/A
HMCES,Q8R1M0,#N/A,#N/A
TRI33,Q99PP7,0.0381796280489664,#N/A
MED17,Q8VCD5,#N/A,#N/A
ACSS3,Q14DH7,#N/A,#N/A
DAG1,Q62165,#N/A,#N/A
MIC27,Q78IK4,0.0935853144605697,#N/A
CCD32,Q8BS39,#N/A,#N/A
KIF1B,Q60575,#N/A,#N/A
CSPG4,Q8VHY0,#N/A,#N/A
ASAP1,Q9QWY8,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
CNOT3,Q8K0V4,#N/A,#N/A
CDKAL,Q91WE6,#N/A,#N/A
AKT1,P31750,0.123148717317785,#N/A
PUS1,Q9WU56,0.115125503722315,#N/A
RAD1,Q9QWZ1,#N/A,#N/A
CADH4,P39038,#N/A,#N/A
GBA1,P17439,0.0423457392273827,#N/A
FBLN1,Q08879,0.0380877404437088,#N/A
ZN276,Q8CE64,#N/A,#N/A
CCD22,Q9JIG7,0.305119183489033,#N/A
TTI1,Q91V83,#N/A,#N/A
SCOT1,Q9D0K2,0.935054251514512,#N/A
NFYA,P23708,#N/A,#N/A
RFIP5,Q8R361,#N/A,#N/A
COQ9,Q8K1Z0,0.0267650153365214,#N/A
SYCM,Q8BYM8,#N/A,#N/A
EXTL2,Q9ES89,#N/A,#N/A
LUZP1,Q8R4U7,0.0481205125030748,#N/A
CTNA2,Q61301,#N/A,#N/A
APOB,E9Q414,0.00186518530810347,#N/A
TOM7,Q9D173,#N/A,#N/A
L2GL1,Q80Y17,0.0088404660805503,#N/A
IF4G3,Q80XI3,0.0822803769672929,#N/A
INT9,Q8K114,0.010718489802847,#N/A
AT131,Q9EPE9,0.0556692526832967,#N/A
SYYM,Q8BYL4,0.0322334342541355,#N/A
RIMC1,Q8BR90,#N/A,#N/A
RT24,Q9CQV5,0.378631948567692,#N/A
TBC23,Q8K0F1,0.0857081412704298,#N/A
PELP1,Q9DBD5,0.0915514023122609,4.09978003562367
ID1,P20067,#N/A,#N/A
CYTSA,Q2KN98,#N/A,#N/A
HSF1,P38532,#N/A,#N/A
TENS1,E9Q0S6,#N/A,#N/A
PGM2L,Q8CAA7,#N/A,#N/A
AKP8L,Q9R0L7,#N/A,#N/A
QSOX1,Q8BND5,#N/A,#N/A
EMC3,Q99KI3,0.153847781659821,#N/A
RRAGA,Q80X95,0.290613158393896,#N/A
DUS4,Q8BFV3,#N/A,#N/A
TOR1A,Q9ER39,0.024910870105346,#N/A
MA1B1,A2AJ15,#N/A,#N/A
CAH2,P00920,5.95150979433666,#N/A
AP1G2,O88512,0.0154090826738511,#N/A
T2EA,Q9D0D5,0.141014438752613,#N/A
MTA70,Q8C3P7,#N/A,#N/A
ACSL5,Q8JZR0,0.127564031440601,#N/A
IFRD2,Q9D8U0,0.053286576779654,4.2884427731096
I2BP1,Q8R3Y8,0.0303620060091373,#N/A
TGT,Q9JMA2,0.0165078638815105,#N/A
SPTC2,P97363,0.0516467251551553,#N/A
SNX17,Q8BVL3,0.0538256487874689,#N/A
ABLM1,Q8K4G5,#N/A,#N/A
STXB3,Q60770,0.0385141753278193,#N/A
K2013,Q91X21,0.0269066609355703,#N/A
TF2H2,Q9JIB4,#N/A,#N/A
RAD18,Q9QXK2,#N/A,#N/A
SLTM,Q8CH25,0.00628937445439963,#N/A
IWS1,Q8C1D8,#N/A,#N/A
SHIP2,Q6P549,0.0144308054629591,5.3112120306345
GPD1L,Q3ULJ0,0.0621127345046051,#N/A
PAXX,Q8K0Y7,#N/A,#N/A
ZN787,Q8BIF9,#N/A,#N/A
P66A,Q8CHY6,0.0703709623128488,#N/A
RPR1A,Q8VDS4,#N/A,#N/A
GAPR1,Q9CYL5,#N/A,#N/A
SYHM,Q99KK9,0.543637997508253,#N/A
CRNL1,P63154,0.228226725900348,4.10755251296356
CPT1A,P97742,#N/A,#N/A
RIOX2,Q8CD15,0.0344690207927162,#N/A
RAVR1,Q9CW46,0.309585796843008,4.25743486707359
TIM29,Q8BGX2,0.0105150857539155,#N/A
RBGP1,A2AWA9,0.00955107707688481,#N/A
MMSA,Q9EQ20,#N/A,#N/A
CMTR1,Q9DBC3,0.041858550209728,#N/A
YMEL1,O88967,0.132433568085602,#N/A
TXD15,Q6P6J9,0.0394870528115753,#N/A
RETR2,Q6NS82,0.0468978228525878,#N/A
NECP1,Q9CR95,0.301617368529853,#N/A
TERF2,O35144,#N/A,#N/A
MKRN2,Q9ERV1,#N/A,#N/A
DIAP3,Q9Z207,#N/A,#N/A
ACTY,Q8R5C5,0.141618524911332,#N/A
ZWILC,Q8R060,0.0169570972319109,#N/A
MTCL2,E1U8D0,#N/A,#N/A
RM28,Q9D1B9,0.0253161250561207,#N/A
ERAL1,Q9CZU4,#N/A,#N/A
STRN3,Q9ERG2,0.00362424955751465,#N/A
ACSA,Q9QXG4,#N/A,#N/A
CODA1,Q9R1N9,#N/A,#N/A
S2513,Q9QXX4,0.164071767057503,#N/A
PARP4,E9PYK3,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
KRI1,Q8VDQ9,#N/A,#N/A
ASCC2,Q91WR3,0.0606270425377435,#N/A
ELP2,Q91WG4,0.136209193501827,#N/A
ATAD1,Q9D5T0,0.126586315284001,#N/A
ANR17,Q99NH0,0.0286744415914327,#N/A
EPS15,P42567,0.995044635977209,#N/A
RPC3,Q9D483,#N/A,#N/A
P4K2A,Q2TBE6,0.050590489261784,#N/A
FMNL3,Q6ZPF4,#N/A,#N/A
UBF1,P25976,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
PLS1,Q9JJ00,#N/A,#N/A
GPTC4,Q3TFK5,0.0406791049700476,#N/A
TYDP2,Q9JJX7,0.0202471857470478,#N/A
GOGA3,P55937,0.0718539853710671,#N/A
TM205,Q91XE8,#N/A,#N/A
MIS12,Q9CY25,#N/A,#N/A
SH24A,Q9D7V1,#N/A,#N/A
S35B2,Q91ZN5,0.0358863932153351,#N/A
HIP1R,Q9JKY5,#N/A,#N/A
PI42C,Q91XU3,0.0464170510165872,#N/A
DSN1,Q9CYC5,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
NEDD1,P33215,0.0015274833538967,#N/A
PRC1,Q99K43,#N/A,#N/A
ZBT7A,O88939,0.0246996060244287,#N/A
MED6,Q921D4,#N/A,#N/A
PERI,P15331,#N/A,#N/A
THUM3,P97770,0.19919359330892,#N/A
NUBP1,Q9R060,0.0151430052773852,#N/A
DPOE2,O54956,0.131288981929191,4.86046724906194
VPS51,Q3UVL4,0.094877018954973,#N/A
MTOR,Q9JLN9,0.00888068708156676,#N/A
GOGA2,Q921M4,0.0511909235958137,#N/A
PALS2,Q9JLB0,0.142330504629489,#N/A
NUMB,Q9QZS3,0.0787793179420617,#N/A
RBM27,Q5SFM8,0.0163889845616847,#N/A
PIGU,Q8K358,0.0366356413802877,#N/A
APLP2,Q06335,#N/A,#N/A
ORC2,Q60862,0.028059504129229,#N/A
METL5,Q8K1A0,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
TMX4,Q8C0L0,0.0564765533988482,#N/A
CPNE2,P59108,#N/A,#N/A
TOX4,Q8BU11,0.0305929253150336,#N/A
SPRY7,Q3TFQ1,#N/A,#N/A
ERC6L,Q8BHK9,0.0547548134544382,#N/A
SEM7A,Q9QUR8,#N/A,#N/A
TBL1R,Q8BHJ5,0.0190546416741179,#N/A
NOC3L,Q8VI84,#N/A,#N/A
HOME2,Q9QWW1,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
OSBP2,Q5QNQ6,#N/A,#N/A
IKBB,Q60778,0.0333810071062192,#N/A
GOGA4,Q91VW5,0.0741907870785265,4.78546774510671
TM87A,Q8BXN9,0.0549761686890257,#N/A
SMCA4,Q3TKT4,0.0401412079160666,#N/A
CPSF1,Q9EPU4,0.0572523605522555,#N/A
NACAD,Q5SWP3,#N/A,#N/A
STAT6,P52633,0.187767181066946,#N/A
TSN14,Q8QZY6,#N/A,#N/A
GDF5,P43027,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
EMAL3,Q8VC03,0.00790091493837236,#N/A
ARMX1,Q9CX83,#N/A,#N/A
STIM1,P70302,0.0248810024559717,#N/A
RHG35,Q91YM2,#N/A,#N/A
A16L1,Q8C0J2,0.0107367617193617,#N/A
ITPK1,Q8BYN3,0.00442009982739766,#N/A
PCID2,Q8BFV2,0.0197470543744599,#N/A
MTA1,Q8K4B0,0.0484385827121808,#N/A
GPAT3,Q8C0N2,#N/A,#N/A
BRD4,Q9ESU6,0.0188133361993079,4.81498945265452
RUSF1,Q91W34,#N/A,#N/A
RRS1,Q9CYH6,0.0861882704204181,#N/A
TBC17,Q8BYH7,0.0210132104628935,#N/A
COASY,Q9DBL7,0.0247456707183952,#N/A
SYLM,Q8VDC0,#N/A,#N/A
NSE3,Q9CPR8,0.00729157994007149,#N/A
CNOT7,Q60809,#N/A,#N/A
MTNB,Q9WVQ5,0.130817642255938,#N/A
WDR75,Q3U821,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
TSYL1,O88852,#N/A,#N/A
SPAG5,Q7TME2,#N/A,#N/A
UBAP2,Q91VX2,0.0640708826411685,#N/A
FKB10,Q61576,#N/A,#N/A
WDR54,Q9R0D8,#N/A,#N/A
LRWD1,Q8BUI3,0.00176538016702269,#N/A
ITIH4,A6X935,0.0413528108033575,4.49404982969577
VP13C,Q8BX70,1.07125895622501,#N/A
GNAQ,P21279,0.0961815259345245,#N/A
TAB1,Q8CF89,#N/A,#N/A
FRDA,O35943,0.312418609735893,#N/A
KHDC4,Q3TCX3,0.0511637524122587,#N/A
ORC3,Q9JK30,0.000754144966575137,#N/A
COMD2,Q8BXC6,0.350107577683885,#N/A
DCAF1,Q80TR8,0.0100791537664456,#N/A
TBCD5,Q80XQ2,0.0493818929156141,#N/A
CLAP2,Q8BRT1,0.0195610992499957,#N/A
DPYD,Q8CHR6,#N/A,#N/A
GGYF2,Q6Y7W8,0.0125481382353506,#N/A
#N/A,#N/A,#N/A,#N/A
PGLT1,Q8BYB9,0.0384506039132233,#N/A
KIF4,P33174,0.0649052882342246,#N/A
ITAV,P43406,0.008092378929373,#N/A
RETST,Q64FW2,0.0610169658492509,#N/A
LRC8A,Q80WG5,#N/A,#N/A
CDC16,Q8R349,0.0582771612262465,#N/A
ZN579,Q80VM4,#N/A,#N/A
VATB1,Q91YH6,#N/A,#N/A
MIRO1,Q8BG51,0.0846505465574803,#N/A
TACC3,Q9JJ11,#N/A,#N/A
RRP8,Q9DB85,#N/A,#N/A
AFG2A,Q3UMC0,#N/A,#N/A
HDHD1,Q9D5U5,#N/A,#N/A
ADRO,Q61578,0.126341045174358,#N/A
PAPD1,Q9D0D3,0.00805672536948079,#N/A
FMR1,P35922,0.181459442116739,#N/A
NSA2,Q9CR47,0.0336381695698995,#N/A
SNX18,Q91ZR2,#N/A,#N/A
DIDO1,Q8C9B9,0.00617735331517876,4.86670912976275
CCNL1,Q52KE7,0.00895708031385857,#N/A
PLPL6,Q3TRM4,0.00156295867187018,#N/A
DC1I1,O88485,#N/A,#N/A
TM214,Q8BM55,0.121487155021883,#N/A
#N/A,#N/A,#N/A,#N/A
TRM11,Q9CWH5,#N/A,#N/A
SMHD1,Q6P5D8,0.19638385697755,#N/A
ITCH,Q8C863,0.0484344380599682,#N/A
ZCHC8,Q9CYA6,0.0687825406984021,#N/A
NISCH,Q80TM9,0.125011524759389,#N/A
TF2H4,O70422,#N/A,#N/A
CTCF,Q61164,#N/A,#N/A
EMP1,P47801,#N/A,#N/A
STAG2,O35638,0.00721240674124828,#N/A
GOGA5,Q9QYE6,0.0444804611535705,#N/A
MIC26,Q9DCZ4,0.0835495481288262,#N/A
NHEJ1,Q3KNJ2,#N/A,#N/A
KIN17,Q8K339,#N/A,#N/A
LEMD2,Q6DVA0,#N/A,#N/A
TFB1M,Q8JZM0,#N/A,#N/A
RNF25,Q9QZR0,#N/A,#N/A
CBPD,O89001,0.0454737197008445,#N/A
ENDD1,Q8C522,#N/A,#N/A
