gene_id,uniprot_id,concentration_uM,pKapp
#N/A,#N/A,#N/A,#N/A
CX7A2,P48771,2.97052769336716,#N/A
SPCS2,Q9CYN2,0.749749625283985,#N/A
ARL1,P61211,0.559166559120884,#N/A
PDC10,Q8VE70,0.382440750940733,#N/A
DCTD,Q8K2D6,#N/A,#N/A
MCES,Q9D0L8,0.351765841640195,#N/A
NC2A,Q9D6N5,0.338815580705781,#N/A
IFT25,Q9D6H2,0.0305092065431099,#N/A
ODPB,Q9D051,0.587675721532808,#N/A
PEBB,Q08024,0.487827536608944,#N/A
ACOHC,P28271,0.208049791707785,#N/A
SMC2,Q8CG48,0.63719696473194,#N/A
SYIM,Q8BIJ6,0.0988179856905421,#N/A
LSM6,P62313,0.883669146805358,#N/A
#N/A,#N/A,#N/A,#N/A
MYG1,Q9JK81,1.04589765797405,#N/A
S10A4,P07091,25.9563526918704,#N/A
ICAL,P51125,0.0559150195135763,#N/A
SAE2,Q9Z1F9,1.53154811531965,#N/A
RAB10,P61027,0.432888917081461,#N/A
NUP93,Q8BJ71,0.464909317465314,#N/A
PARVA,Q9EPC1,#N/A,#N/A
RFC2,Q9WUK4,0.18260020818974,#N/A
VP26A,P40336,1.07769801978556,#N/A
RADI,P26043,0.460372453501056,#N/A
HCDH,Q61425,0.174142028067529,#N/A
GPDM,Q64521,0.216435194397326,#N/A
RANB3,Q9CT10,0.738212311274935,#N/A
SIAS,Q99J77,0.446177840314471,#N/A
ODO2,Q9D2G2,0.396362048387601,#N/A
TBCC,Q8VCN9,0.0549265969791871,#N/A
TIAR,P70318,1.14757482524041,#N/A
CD82,P40237,0.0559810345222349,#N/A
GLGB,Q9D6Y9,0.00677764595221533,#N/A
REEP5,Q60870,0.186624362745399,#N/A
MCM5,P49718,0.773196800936631,#N/A
PAXI,Q8VI36,0.327073903435464,#N/A
PYR1,B2RQC6,1.06582179194995,#N/A
TMED2,Q9R0Q3,0.827908995275774,#N/A
ILK,O55222,0.0873601754950247,#N/A
DPY30,Q99LT0,0.832799736443232,#N/A
DCK,P43346,0.176310820497122,#N/A
MLEC,Q6ZQI3,0.304172735045385,#N/A
MCFD2,Q8K5B2,0.213221857616035,#N/A
PYRG1,P70698,1.34522383319188,#N/A
ZYX,Q62523,#N/A,#N/A
JIP4,Q58A65,0.0243673493182499,#N/A
PHP14,Q9DAK9,0.645077529523141,#N/A
SUMF2,Q8BPG6,#N/A,#N/A
PSDE,O35593,0.734431991387693,#N/A
UBL5,Q9EPV8,0.189696840154223,#N/A
FUS,P56959,0.634523619430695,#N/A
GDS1,E9Q912,0.207360772811166,#N/A
AP3B1,Q9Z1T1,0.385094596393797,#N/A
UBP39,Q3TIX9,0.114977024831315,#N/A
DNMT1,P13864,0.474512801347247,#N/A
UFD1,P70362,0.349708345431873,#N/A
GTPB4,Q99ME9,0.288044699748666,#N/A
LYAR,Q08288,0.338003658488012,#N/A
SMC1A,Q9CU62,0.819090292285812,#N/A
NDUA5,Q9CPP6,0.384210456068084,#N/A
DPM3,Q9D1Q4,0.113946628438556,#N/A
SRRT,Q99MR6,0.718434957747463,#N/A
SNP23,O09044,0.169330785202815,#N/A
UBE2C,Q9D1C1,0.293905348817602,#N/A
DNJA2,Q9QYJ0,0.722828662736516,#N/A
PTH2,Q8R2Y8,0.515824726159923,#N/A
FAKD4,Q91YM4,0.101009987086682,#N/A
PLOD3,Q9R0E1,0.457826095220731,#N/A
CPSF7,Q8BTV2,#N/A,#N/A
DNMBP,Q6TXD4,#N/A,#N/A
SPC24,Q9D083,#N/A,#N/A
VAPA,Q9WV55,0.736933900944371,#N/A
GNAI2,P08752,0.873100890796678,#N/A
RGS10,Q9CQE5,0.1561732676369,#N/A
PP1A,P62137,0.499122194855015,#N/A
NB5R1,Q9DB73,0.110827399982532,#N/A
LAMP1,P11438,0.853029327784172,#N/A
NDUA2,Q9CQ75,0.293306897975783,#N/A
NOL3,Q9D1X0,#N/A,#N/A
RAP2B,P61226,#N/A,#N/A
SNG2,O55101,0.120418213163161,#N/A
SCMC1,Q8BMD8,0.0539739057226249,#N/A
OFUT1,Q91ZW2,0.144903716163823,#N/A
M2OM,Q9CR62,0.595413630469001,#N/A
RBM14,Q8C2Q3,0.696158286163734,#N/A
EXOS2,Q8VBV3,0.0607026822123068,#N/A
IMPA1,O55023,0.766522041418524,#N/A
RIR1,P07742,1.06490238660185,#N/A
ARHG2,Q60875,2.84000091990138,#N/A
GRSF1,Q8C5Q4,0.0848883720771631,#N/A
EMC8,O70378,0.516832463493936,#N/A
PUR1,Q8CIH9,0.674101061070563,#N/A
CKAP5,A2AGT5,0.277851552766674,#N/A
ODPA,P35486,0.549860532450999,#N/A
KLC2,O88448,0.125843487900923,#N/A
RB27A,Q9ERI2,#N/A,#N/A
RM53,Q9D1H8,0.197804138188356,#N/A
PCNP,Q6P8I4,1.04136829294374,#N/A
PHS,P61458,#N/A,#N/A
VPS29,Q9QZ88,0.567209672519695,#N/A
KISHA,Q9CR64,0.947561183380185,#N/A
NDKB,Q01768,7.05693832805116,#N/A
RS27L,Q6ZWY3,1.72166422994113,#N/A
PPT1,O88531,0.434265627646814,#N/A
MGST1,Q91VS7,#N/A,#N/A
GRWD1,Q810D6,0.227581348369105,#N/A
H10,P10922,0.016780341085222,#N/A
SUMO2,P61957,0.702539635204225,#N/A
ADAS,Q8C0I1,0.718606489202662,#N/A
COPZ1,P61924,0.198833928371544,#N/A
SNR40,Q6PE01,0.466031819195039,#N/A
ACPM,Q9CR21,0.585083399630289,#N/A
SMU1,Q3UKJ7,0.304739370892702,#N/A
PSMF1,Q8BHL8,0.199073264190251,#N/A
DDX3X,Q62167,2.47110312435294,#N/A
NPM3,Q9CPP0,0.625290184635903,#N/A
OSTF1,Q62422,2.20959714523845,#N/A
MBNL1,Q9JKP5,#N/A,#N/A
ENY2,Q9JIX0,0.335312250869845,#N/A
H2AY,Q9QZQ8,0.0435061654948062,#N/A
RPA2,P70700,0.00487113333225704,#N/A
CSN1,Q99LD4,0.594702578572914,#N/A
SAM50,Q8BGH2,0.630294908733336,#N/A
RO60,O08848,0.115645672090247,#N/A
#N/A,#N/A,#N/A,#N/A
PLOD2,Q9R0B9,0.100348089023656,#N/A
NDUS4,Q9CXZ1,1.3353102978473,#N/A
EXOS5,Q9CRA8,0.0293697834627047,#N/A
IF4B,Q8BGD9,0.678044586059945,#N/A
SNX1,Q9WV80,0.869654767929608,#N/A
ZPR1,Q62384,0.408300502743687,#N/A
SYMC,Q68FL6,1.00232094564253,#N/A
CAH13,Q9D6N1,0.0765734497880529,#N/A
DCTN3,Q9Z0Y1,0.184921131706764,#N/A
CHCH2,Q9D1L0,#N/A,#N/A
GEMI5,Q8BX17,0.0677235927626304,#N/A
COXM2,Q8K199,0.140962896215099,#N/A
CSN6,O88545,0.459401609757407,#N/A
NDRG1,Q62433,0.353244893574103,#N/A
ACPH,Q8R146,0.275102151185202,#N/A
SKI8,Q9ERF3,0.743228046353585,#N/A
VTDB,P21614,#N/A,#N/A
LARP1,Q6ZQ58,0.527322727192201,#N/A
ATX10,P28658,0.58866040007104,#N/A
RT18B,Q99N84,0.20657922065309,#N/A
SAHH2,Q80SW1,0.495891118622627,#N/A
SFXN1,Q99JR1,0.219360240357281,#N/A
SDHB,Q9CQA3,1.37198796459382,#N/A
URM1,Q9D2P4,#N/A,#N/A
RAB6A,P35279,0.492856926766113,#N/A
RU2B,Q9CQI7,0.341970741979537,#N/A
TOPK,Q9JJ78,0.44083624166548,#N/A
ERP44,Q9D1Q6,0.967297002803271,#N/A
PMVK,Q9D1G2,0.277126910693268,#N/A
MYADM,O35682,0.174852960841617,#N/A
UFC1,Q9CR09,0.342458361512863,#N/A
TPR,F6ZDS4,0.214268651373758,#N/A
CD47,Q61735,0.051511717832434,#N/A
TMPS4,Q8VCA5,#N/A,#N/A
SEH1,Q8R2U0,0.251791282750391,#N/A
EFHD2,Q9D8Y0,1.79256820441122,#N/A
BUD31,Q6PGH1,0.727144560124229,#N/A
DHB4,P51660,0.435025487217348,#N/A
DNM1L,Q8K1M6,0.385484419690684,#N/A
SPF30,Q8BGT7,0.368537152476906,#N/A
SSRP1,Q08943,0.242844005977024,#N/A
IDI1,P58044,1.55167823917717,#N/A
ILEUA,Q9D154,#N/A,#N/A
RBM3,O89086,2.29281807903995,4.22589158253187
NDRG3,Q9QYF9,0.259045483771208,#N/A
SPCS3,Q6ZWQ7,0.905039978791443,#N/A
LONM,Q8CGK3,0.56200694671068,#N/A
PROF2,Q9JJV2,#N/A,#N/A
ICLN,Q61189,0.460326729918635,#N/A
ARK72,Q8CG76,0.0656642356164534,#N/A
DPP3,Q99KK7,0.379272339727364,#N/A
CFDP1,O88271,1.16624373159738,#N/A
TIPRL,Q8BH58,0.265734076856203,#N/A
ABCF2,Q99LE6,0.793286032903061,#N/A
PAWR,Q925B0,#N/A,#N/A
RAB1A,P62821,0.638827375340859,#N/A
RAE1L,Q8C570,0.0870515050602421,#N/A
DBLOH,Q9JIQ3,#N/A,#N/A
HEM6,P36552,0.21359906985426,#N/A
CD9,P40240,0.316043095309634,#N/A
ACSL3,Q9CZW4,0.0245843272195162,#N/A
NDUS3,Q9DCT2,0.788497007345493,#N/A
SNAA,Q9DB05,0.691340985607698,#N/A
EPDR1,Q99M71,#N/A,#N/A
ABCF1,Q6P542,0.93220768158238,#N/A
SH3G1,Q62419,0.0394737541603078,#N/A
TYSY,P07607,0.204686664107904,#N/A
CIA2B,Q9D187,0.149529320227985,#N/A
MTCH2,Q791V5,0.13218293794094,#N/A
UBE2T,Q9CQ37,0.00365004204952747,#N/A
ABHDA,Q6PE15,#N/A,#N/A
BRK1,Q91VR8,0.577030870037028,#N/A
MCMBP,Q8R3C0,0.234830221619702,#N/A
PUR4,Q5SUR0,2.17983416803773,#N/A
OGFR,Q99PG2,0.12101864590285,#N/A
CZIB,Q8BHG2,0.238119540583553,#N/A
DNJC9,Q91WN1,#N/A,#N/A
SP16H,Q920B9,0.196418376233499,#N/A
LAMP2,P17047,0.703498873111531,#N/A
ZO1,P39447,#N/A,#N/A
KIF2C,Q922S8,0.0203759983955264,#N/A
NDUBA,Q9DCS9,0.116015670590121,#N/A
DDX42,Q810A7,0.397750086623094,4.12346472346019
SPS2L,Q91WJ7,#N/A,#N/A
HDAC1,O09106,0.579994890945613,#N/A
RFC5,Q9D0F6,0.179615809015455,#N/A
MRP,P28667,0.175412262354202,#N/A
AP2A1,P17426,0.135474364552868,#N/A
PIHD1,Q9CQJ2,0.179151232197441,#N/A
SC11A,Q9R0P6,0.355084891674526,#N/A
MBB1A,Q7TPV4,1.93326543205175,#N/A
PPCE,Q9QUR6,1.90464463508529,#N/A
RSU1,Q01730,0.348367420251666,#N/A
NDUA8,Q9DCJ5,0.744477947847919,#N/A
NUDC3,Q8R1N4,0.147380322925109,#N/A
STT3A,P46978,1.24424864924694,#N/A
AL1B1,Q9CZS1,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
HEBP2,Q9WU63,#N/A,#N/A
MRT4,Q9D0I8,0.433038299586578,#N/A
TFAM,P40630,#N/A,#N/A
PIN4,Q9CWW6,0.425916167084586,#N/A
DNJC7,Q9QYI3,0.256861096924913,#N/A
CSTF3,Q99LI7,0.0410303146288522,#N/A
RM55,Q9CZ83,#N/A,#N/A
PACN2,Q9WVE8,0.352126829581219,#N/A
SPF45,Q8JZX4,0.3476602954696,#N/A
TOIP1,Q921T2,0.459374624897075,#N/A
CHD4,Q6PDQ2,0.538513839257039,#N/A
GLCNE,Q91WG8,#N/A,#N/A
IF2P,Q05D44,0.374019498492534,#N/A
CALB2,Q08331,#N/A,#N/A
HXK2,O08528,0.676558776274563,#N/A
AP1G1,P22892,0.38638918586908,#N/A
ARP19,P56212,1.04782899201869,#N/A
CISY,Q9CZU6,1.31753521470656,#N/A
TIM8A,Q9WVA2,1.20352109822295,#N/A
PININ,O35691,0.212162306999122,4.28163607029723
CATZ,Q9WUU7,2.54561997991841,#N/A
GALT2,Q6PB93,#N/A,#N/A
SNX6,Q6P8X1,0.269920264064922,#N/A
CIP4,Q8CJ53,#N/A,#N/A
ENOPH,Q8BGB7,0.370709249705996,#N/A
LXN,P70202,#N/A,#N/A
PNPO,Q91XF0,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
NDUV1,Q91YT0,0.881850969091663,#N/A
CLIP1,Q922J3,0.172361110489861,#N/A
IFIT1,Q64282,#N/A,#N/A
ARFP1,G5E8V9,0.422325644653844,#N/A
CTNA1,P26231,#N/A,#N/A
MBOA7,Q8CHK3,#N/A,#N/A
B2CL1,Q64373,0.151201841698877,#N/A
PCYOX,Q9CQF9,0.0329041550503072,#N/A
NUCB1,Q02819,1.08543385978752,#N/A
PP6R3,Q922D4,0.302277676974185,#N/A
NIBA1,Q3UW53,0.485593457239577,#N/A
DESM,P31001,0.116166843172104,#N/A
UBP10,P52479,0.200680922213977,#N/A
LG3BP,Q07797,0.194020351379644,#N/A
SMAP,Q9R0P4,0.441349637093937,#N/A
NHRF2,Q9JHL1,#N/A,#N/A
EMAL4,Q3UMY5,0.471476983131219,#N/A
MTA2,Q9R190,0.219322645384544,#N/A
FCL,P23591,0.189153416335173,#N/A
IDHP,P54071,2.81128718947978,#N/A
ARHG1,Q61210,0.373499868162505,#N/A
RAB1B,Q9D1G1,0.533736779319525,#N/A
RBMX,Q9WV02,#N/A,#N/A
NMT1,O70310,0.462698865560704,#N/A
DC1L2,Q6PDL0,0.24559881020689,#N/A
EEA1,Q8BL66,0.269977740060111,#N/A
THTR,P52196,#N/A,#N/A
NPL4,P60670,0.190140044342269,#N/A
DJB11,Q99KV1,1.61095560609818,#N/A
VPS28,Q9D1C8,0.253733706436797,#N/A
GALK1,Q9R0N0,0.952223506726537,#N/A
DCUP,P70697,0.0697927767361119,#N/A
DLGP3,Q6PFD5,#N/A,#N/A
EXOS6,Q8BTW3,0.0694991090935138,#N/A
RBBP9,O88851,#N/A,#N/A
AIFM1,Q9Z0X1,0.73831958747009,#N/A
#N/A,#N/A,#N/A,#N/A
EBP2,Q9D903,0.301717551769802,#N/A
STAT3,P42227,0.26288819414555,#N/A
HS74L,P48722,0.168217667035815,#N/A
2ABA,Q6P1F6,0.223386010379322,#N/A
CIAO1,Q99KN2,0.299478341775596,#N/A
ADT1,P48962,1.36295475284883,#N/A
VATE1,P50518,1.03996671346797,#N/A
NECP2,Q9D1J1,0.411315405359945,#N/A
NEK7,Q9ES74,0.114841213823654,#N/A
MSH2,P43247,0.102920630079317,#N/A
PPP6,Q9CQR6,0.244652353353373,#N/A
PHF23,Q8BSN5,#N/A,#N/A
CATC,P97821,0.0333124519785154,#N/A
RNPS1,Q99M28,0.130537824730756,4.20368108841877
RBM25,B2RY56,0.177012402234628,4.13152916358869
ES8L2,Q99K30,#N/A,#N/A
WDR12,Q9JJA4,0.292048114030881,#N/A
NDUA6,Q9CQZ5,0.686197974164257,#N/A
RM45,Q9D0Q7,0.0355756304857441,#N/A
NUDC2,Q9CQ48,0.494848754190413,#N/A
THOC3,Q8VE80,0.0872055709931146,#N/A
DAP1,Q91XC8,0.24427429349017,#N/A
CRTAP,Q9CYD3,#N/A,#N/A
RM43,Q99N89,0.146861191995538,#N/A
VTA1,Q9CR26,0.237933756312648,#N/A
DHX30,Q99PU8,0.248159461113958,#N/A
THOP1,Q8C1A5,0.321726204284429,#N/A
CND2,Q8C156,0.207608097602565,#N/A
GFPT1,P47856,1.0988289365513,#N/A
UGGG1,Q6P5E4,0.76630156646644,#N/A
SAAL1,Q9D2C2,0.0324746609053993,#N/A
DRG2,Q9QXB9,0.596505922361812,#N/A
NPS3B,Q9CQE1,0.053427858227635,#N/A
RHOA,Q9QUI0,0.344276200200392,#N/A
NUCB2,P81117,0.640729433408515,#N/A
RAB21,P35282,0.357870305035183,#N/A
CHM1A,Q921W0,#N/A,#N/A
RBM12,Q8R4X3,0.140686716057401,4.15810372333415
SC31A,Q3UPL0,1.31514021338895,#N/A
NNTM,Q61941,#N/A,#N/A
ESYT1,Q3U7R1,0.151821691878884,#N/A
FETA,P02772,#N/A,#N/A
UMPS,P13439,1.18844152270081,#N/A
MEAK7,Q8K0P3,#N/A,#N/A
CAB39,Q06138,0.232159580157635,#N/A
GT251,Q8K297,0.899950884506775,#N/A
SYPL1,O09117,0.197624325501174,#N/A
#N/A,#N/A,#N/A,#N/A
NUP62,Q63850,0.182309624317028,#N/A
GON7,P0C8B4,#N/A,#N/A
LBR,Q3U9G9,0.588046591558874,#N/A
FAF2,Q3TDN2,0.272436600470672,#N/A
DD19A,Q61655,0.550899082276341,#N/A
UBCP1,Q8BGR9,0.0399517091762378,#N/A
S29A1,Q9JIM1,0.0752872509136747,#N/A
SART3,Q9JLI8,0.243044316553584,#N/A
TM9S4,Q8BH24,1.99441906619531,#N/A
SRPK1,O70551,0.234505012761,#N/A
S61A1,P61620,0.398344046521653,#N/A
ACYP2,P56375,#N/A,#N/A
RDH11,Q9QYF1,0.232347711001664,#N/A
DCXR,Q91X52,#N/A,#N/A
TBCE,Q8CIV8,0.0239238156628137,#N/A
LYRM7,Q9DA03,#N/A,#N/A
RD23A,P54726,0.098650587236966,#N/A
RAB32,Q9CZE3,0.1836319395206,#N/A
TXND9,Q9CQ79,0.22119112420093,#N/A
E41L2,O70318,0.213618027095591,#N/A
FAAA,P35505,#N/A,#N/A
COX20,Q9D7J4,0.0225209844583951,#N/A
TOP1,Q04750,0.158361177309409,#N/A
SRPRA,Q9DBG7,0.627488615849933,#N/A
EMC5,Q8K273,0.19657228272004,#N/A
BRX1,Q9DCA5,0.167956242182453,#N/A
TPP2,Q64514,1.61704495661327,#N/A
NCBP1,Q3UYV9,0.214768417214355,#N/A
ARL2,Q9D0J4,0.196455209962009,#N/A
#N/A,#N/A,#N/A,#N/A
MYPT1,Q9DBR7,0.0415772401861785,#N/A
CYFP1,Q7TMB8,0.323212255153084,4.09693049317786
IDE,Q9JHR7,0.501350992637499,#N/A
EBP,P70245,0.011162573333553,#N/A
UBXN7,Q6P5G6,0.0607446175630951,#N/A
RM49,Q9CQ40,0.167376758370134,#N/A
SF3B6,P59708,0.145361053364836,#N/A
RAB34,Q64008,#N/A,#N/A
RBX1,P62878,0.351746570294148,#N/A
CUL2,Q9D4H8,0.231882001124601,#N/A
GLRX5,Q80Y14,0.686359740591402,#N/A
AR6P1,Q9JKW0,0.129073140535082,#N/A
MP2K2,Q63932,0.109729682876935,#N/A
RT22,Q9CXW2,0.353144316646694,#N/A
CSTF2,Q8BIQ5,0.394963364034133,#N/A
UN45A,Q99KD5,0.0621480272649894,#N/A
WASL,Q91YD9,#N/A,#N/A
TBB4A,Q9D6F9,0.0860052203963683,#N/A
#N/A,#N/A,#N/A,#N/A
SRPRB,P47758,0.633265309031225,#N/A
#N/A,#N/A,#N/A,#N/A
EMC7,Q9EP72,0.3351760869674,#N/A
PRPS2,Q9CS42,3.09679564411449,#N/A
LMAN1,Q9D0F3,1.17469069051596,#N/A
CSN9,Q3U898,0.221566490693601,#N/A
UCK2,Q99PM9,0.625205274962797,#N/A
MYL9,Q9CQ19,#N/A,#N/A
TOIP2,Q8BYU6,0.0154560128542215,#N/A
VATB2,P62814,1.29657561820662,#N/A
VATC1,Q9Z1G3,0.62546954791595,#N/A
ITA6,Q61739,#N/A,#N/A
TX1B3,Q9DBG9,#N/A,#N/A
SRS10,Q9R0U0,1.22670684384966,#N/A
FIP1,Q9D824,0.22475427126693,#N/A
MAVS,Q8VCF0,0.111621213982026,#N/A
DAZP1,Q9JII5,0.344933888980403,#N/A
GOPC,Q8BH60,0.136284823446812,#N/A
WDR82,Q8BFQ4,0.175727294545938,#N/A
CTBP2,P56546,1.10007535673293,#N/A
GDIA,P50396,0.121360624218879,#N/A
TF65,Q04207,0.0960677627660359,#N/A
SYFA,Q8C0C7,0.68745880034066,#N/A
MPZL1,Q3TEW6,#N/A,#N/A
PPM1F,Q8CGA0,0.117668460897437,#N/A
UFO,Q00993,#N/A,#N/A
NUP50,Q9JIH2,0.26876097281343,#N/A
ACINU,Q9JIX8,0.161793092218672,#N/A
SNX5,Q9D8U8,0.760097647919147,#N/A
COMT,O88587,0.934320349567228,#N/A
RM34,Q99N91,0.18269156325101,#N/A
UBE2S,Q921J4,0.0554692132172142,#N/A
#N/A,#N/A,#N/A,#N/A
ZC3H4,Q6ZPZ3,0.0872513892371107,#N/A
YBOX3,Q9JKB3,0.16154610851712,#N/A
UBA3,Q8C878,0.0802151911451999,#N/A
DNJB6,O54946,0.0223737540462154,#N/A
AASD1,Q3THG9,0.655406515437194,#N/A
SEC62,Q8BU14,2.14067215694442,#N/A
LYPA2,Q9WTL7,0.225538305603043,#N/A
SNRPA,Q62189,0.675332983546611,#N/A
NR2CA,Q3TV70,0.045547655839069,#N/A
LC7L2,Q7TNC4,0.408321545433383,#N/A
GTF2I,Q9ESZ8,0.273501958740503,#N/A
CSN5,O35864,0.306260518660006,#N/A
ATD3A,Q925I1,0.243861714770975,4.29828039310114
UCHL5,Q9WUP7,0.998310242592844,#N/A
CPSF6,Q6NVF9,0.367749967968633,4.49017933906067
SRXN1,Q9D975,0.106044508321494,#N/A
F162A,Q9D6U8,0.89501674621784,#N/A
UBE2Z,Q3UE37,0.0919324791519777,#N/A
KGD4,Q9CQX8,#N/A,#N/A
ABI1,Q8CBW3,0.367815458341237,4.46337904745788
LRRF1,Q3UZ39,0.228567949498626,#N/A
NDUF2,Q59J78,0.0269502550000272,#N/A
MK09,Q9WTU6,0.0283125134076704,#N/A
LACB2,Q99KR3,0.282835673117126,#N/A
SGMR1,O55242,0.132816655596914,#N/A
CSN3,O88543,0.232100008460483,#N/A
CMBL,Q8R1G2,#N/A,#N/A
PLCB3,P51432,0.0156171288804098,#N/A
UBE2A,Q9Z255,0.291187069505484,#N/A
PSB8,P28063,1.43214278688028,#N/A
CTND1,P30999,0.262663782147388,#N/A
SZRD1,Q6NXN1,0.375538080351127,#N/A
CLPP,O88696,0.101329784223024,#N/A
BCLF1,Q8K019,0.128546405327432,#N/A
T2FA,Q3THK3,0.209766640890097,#N/A
RM17,Q9D8P4,#N/A,#N/A
NUP37,Q9CWU9,0.422016575408809,#N/A
EI2BA,Q99LC8,0.140683696634593,#N/A
PDCL3,Q8BVF2,0.559485918911494,#N/A
SF3A2,Q62203,0.115720845666004,5.23081157706919
#N/A,#N/A,#N/A,#N/A
SQOR,Q9R112,#N/A,#N/A
SLK,O54988,0.414913349397942,#N/A
PPP5,Q60676,0.242349537985632,#N/A
DFFA,O54786,#N/A,#N/A
LRC47,Q505F5,0.153515525201994,#N/A
UPAR,P35456,0.0130831952952478,#N/A
SURF4,Q64310,1.18140477620805,#N/A
PHAX,Q9JJT9,0.282977450247478,#N/A
NDUB1,P0DN34,0.591326773060436,#N/A
SWP70,Q6A028,0.57210104015835,#N/A
NDUS1,Q91VD9,0.805718220951135,#N/A
NDUBB,O09111,0.432473692904077,#N/A
KCRB,Q04447,5.34358279302023,#N/A
KPCA,P20444,#N/A,#N/A
PRPF3,Q922U1,0.215542759489788,#N/A
HYPK,Q9CR41,0.32644293646232,#N/A
CCAR2,Q8VDP4,0.18344556665436,#N/A
PPIL1,Q9D0W5,0.0646828806558585,#N/A
PDIP2,Q91VA6,0.133595345747945,#N/A
PTPRA,P18052,0.150996538804486,#N/A
G3PT,Q64467,0.194506307692112,#N/A
PML,Q60953,0.00780926329222446,#N/A
GNAS2,P63094,#N/A,#N/A
PR40A,Q9R1C7,0.170569441329823,#N/A
LYPA1,P97823,0.380839378270871,#N/A
TCRG1,Q8CGF7,0.458708878155471,4.0161443174265
P3H1,Q3V1T4,#N/A,#N/A
F120A,Q6A0A9,0.284367961799569,4.19312404861058
#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
RHOG,P84096,0.460062414250256,#N/A
SAP,Q61207,1.31539953948485,#N/A
ACOT9,Q9R0X4,0.195323341552431,#N/A
SNUT1,Q9Z315,0.193720765088782,#N/A
EXOS7,Q9D0M0,0.0829350246956715,#N/A
#N/A,#N/A,#N/A,#N/A
PP1R8,Q8R3G1,0.25951718497703,#N/A
HINT2,Q9D0S9,0.129842932160141,#N/A
BYST,O54825,0.223123835870688,#N/A
RCN2,Q8BP92,0.350739051762102,#N/A
EXOS4,Q921I9,0.0774480809577209,#N/A
NOP58,Q6DFW4,0.295915657934897,#N/A
RT07,Q80X85,0.114718967602745,#N/A
QSOX2,Q3TMX7,0.058951260400583,#N/A
PPME1,Q8BVQ5,0.184820368805503,#N/A
PLGT3,G5E897,0.0864670789956796,#N/A
VAMP3,P63024,0.236266846727902,#N/A
TBCD,Q8BYA0,0.0980196490882194,#N/A
IF2B2,Q5SF07,#N/A,#N/A
DNLI1,P37913,0.361676576899284,#N/A
ENOG,P17183,#N/A,#N/A
HDAC2,P70288,0.240280571653722,#N/A
SRP54,P14576,0.354903291759521,#N/A
MIEN1,Q9CQ86,0.322680436427403,#N/A
ANT3,P32261,0.420670358551588,#N/A
IPO9,Q91YE6,0.244545407930678,#N/A
SNW1,Q9CSN1,0.180120694270655,#N/A
TTC9C,Q810A3,0.0598577069886285,#N/A
TPD52,Q62393,0.681583813428089,#N/A
5MP1,Q91VK1,0.198007381519481,#N/A
DIM1,Q9D0D4,0.33382971126909,#N/A
LETM1,Q9Z2I0,0.139656415601781,#N/A
RUFY1,Q8BIJ7,0.447453940191517,#N/A
FA98B,Q80VD1,0.264105894165322,#N/A
T2AG,Q80ZM7,0.00193936840349955,#N/A
TRIP6,Q9Z1Y4,#N/A,#N/A
TIM8B,P62077,0.721649743456461,#N/A
RAB5A,Q9CQD1,0.145701050956946,#N/A
EI2BB,Q99LD9,0.418751787337855,#N/A
GCP60,Q8BMP6,0.507879098289441,#N/A
BOP1,P97452,0.337366746647848,#N/A
#N/A,#N/A,#N/A,#N/A
RM15,Q9CPR5,0.214525244923399,#N/A
OXSR1,Q6P9R2,0.168614206740733,#N/A
EMC1,Q8C7X2,0.413885132020433,#N/A
STT3B,Q3TDQ1,0.345349804679331,#N/A
#N/A,#N/A,#N/A,#N/A
RAB8A,P55258,0.151933979515298,#N/A
HNRH2,P70333,0.169642283558005,#N/A
CLU,Q5SW19,0.475023160004084,#N/A
SPT5H,O55201,0.359134845222047,#N/A
RAB35,Q6PHN9,0.0386880255484872,#N/A
PHLA2,O08969,#N/A,#N/A
MOFA1,Q9CQL7,0.318234197389146,#N/A
RNZ2,Q80Y81,0.1538785049123,#N/A
ODP2,Q8BMF4,0.455242266814535,#N/A
ACTC,P68033,0.906212193450229,#N/A
CEP41,Q99NF3,#N/A,#N/A
GELS,P13020,4.64323043406854,#N/A
HGS,Q99LI8,0.201868928062226,#N/A
GALD1,Q8BFQ8,0.311583676141024,#N/A
XRN2,Q9DBR1,0.250458385264359,#N/A
RWDD1,Q9CQK7,0.358998634102536,#N/A
GALE,Q8R059,#N/A,#N/A
XPP1,Q6P1B1,0.715376922771573,#N/A
PP2BA,P63328,0.034700025224806,#N/A
DCTP1,Q9QY93,#N/A,#N/A
C560,Q9CZB0,0.299482219242679,#N/A
MMS19,Q9D071,0.0669509005783939,#N/A
MA2A1,P27046,0.0383555814681364,#N/A
RPAB3,Q923G2,0.183849587753751,#N/A
TCPW,Q61390,0.0349150283345431,#N/A
NRP1,P97333,0.0107077941248249,#N/A
ATX2L,Q7TQH0,0.426786462736873,#N/A
P4HA1,Q60715,0.688486464680208,#N/A
ECHD1,Q9D9V3,0.117063739375457,#N/A
MSH6,P54276,0.0974093060216892,#N/A
DLG1,Q811D0,0.0176085588509587,#N/A
FLOT1,O08917,#N/A,#N/A
SNP29,Q9ERB0,0.310058794157529,#N/A
THTM,Q99J99,0.330321568465923,#N/A
