gene_id,uniprot_id,concentration_uM,pKapp,Kapp,complexome
K2013,Q91X21,0.0269066609355703,,,
TF2H2,Q9JIB4,,,,
RAD18,Q9QXK2,,,,
SLTM,Q8CH25,0.0062893744543996,,,
IWS1,Q8C1D8,,,,
SHIP2,Q6P549,0.0144308054629591,4.60926301657447,24.588780122400998,3.118233753873767e-05
GPD1L,Q3ULJ0,0.0621127345046051,,,
PAXX,Q8K0Y7,,,,
ZN787,Q8BIF9,,,,
P66A,Q8CHY6,0.0703709623128488,,,
RPR1A,Q8VDS4,,,,
GAPR1,Q9CYL5,,,,
SYHM,Q99KK9,0.543637997508253,,,
CRNL1,P63154,0.228226725900348,,,
CPT1A,P97742,,,,
RIOX2,Q8CD15,0.0344690207927162,,,
RAVR1,Q9CW46,0.309585796843008,,,
TIM29,Q8BGX2,0.0105150857539155,,,
RBGP1,A2AWA9,0.0095510770768848,,,
MMSA,Q9EQ20,,,,
CMTR1,Q9DBC3,0.041858550209728,,,
YMEL1,O88967,0.132433568085602,,,
TXD15,Q6P6J9,0.0394870528115753,,,
RETR2,Q6NS82,0.0468978228525878,,,
NECP1,Q9CR95,0.301617368529853,,,
TERF2,O35144,,,,
MKRN2,Q9ERV1,,,,
DIAP3,Q9Z207,,,,
ACTY,Q8R5C5,0.141618524911332,,,
ZWILC,Q8R060,0.0169570972319109,,,
MTCL2,E1U8D0,,,,
RM28,Q9D1B9,0.0253161250561207,,,
ERAL1,Q9CZU4,,,,
STRN3,Q9ERG2,0.0036242495575146,,,
ACSA,Q9QXG4,,,,
CODA1,Q9R1N9,,,,
S2513,Q9QXX4,0.164071767057503,,,
PARP4,E9PYK3,,,,
,,,,,
KRI1,Q8VDQ9,,,,
ASCC2,Q91WR3,0.0606270425377435,,,
ELP2,Q91WG4,0.136209193501827,,,
ATAD1,Q9D5T0,0.126586315284001,,,
ANR17,Q99NH0,0.0286744415914327,,,
EPS15,P42567,0.995044635977209,,,
RPC3,Q9D483,,,,
P4K2A,Q2TBE6,0.050590489261784,,,
FMNL3,Q6ZPF4,,,,
UBF1,P25976,,,,
,,,,,
PLS1,Q9JJ00,,,,
GPTC4,Q3TFK5,0.0406791049700476,,,
TYDP2,Q9JJX7,0.0202471857470478,,,
GOGA3,P55937,0.0718539853710671,,,
TM205,Q91XE8,,,,
MIS12,Q9CY25,,,,
SH24A,Q9D7V1,,,,
S35B2,Q91ZN5,0.0358863932153351,,,
HIP1R,Q9JKY5,,,,
PI42C,Q91XU3,0.0464170510165872,,,
DSN1,Q9CYC5,,,,
,,,,,
NEDD1,P33215,0.0015274833538967,,,
PRC1,Q99K43,,,,
ZBT7A,O88939,0.0246996060244287,,,
MED6,Q921D4,,,,
PERI,P15331,,,,
THUM3,P97770,0.19919359330892,,,
NUBP1,Q9R060,0.0151430052773852,,,
DPOE2,O54956,0.131288981929191,4.5816581362689,26.202447755789414,0.0002650886689021803
VPS51,Q3UVL4,0.094877018954973,,,
MTOR,Q9JLN9,0.0088806870815667,,,
GOGA2,Q921M4,0.0511909235958137,,,
PALS2,Q9JLB0,0.142330504629489,,,
NUMB,Q9QZS3,0.0787793179420617,,,
RBM27,Q5SFM8,0.0163889845616847,,,
PIGU,Q8K358,0.0366356413802877,,,
APLP2,Q06335,,,,
ORC2,Q60862,0.028059504129229,,,
METL5,Q8K1A0,,,,
,,,,,
TMX4,Q8C0L0,0.0564765533988482,,,
CPNE2,P59108,,,,
TOX4,Q8BU11,0.0305929253150336,,,
SPRY7,Q3TFQ1,,,,
ERC6L,Q8BHK9,0.0547548134544382,,,
SEM7A,Q9QUR8,,,,
TBL1R,Q8BHJ5,0.0190546416741179,,,
NOC3L,Q8VI84,,,,
HOME2,Q9QWW1,,,,
,,,,,
OSBP2,Q5QNQ6,,,,
IKBB,Q60778,0.0333810071062192,,,
GOGA4,Q91VW5,0.0741907870785265,4.23681793595386,57.967165426474516,6.803983423608884e-05
TM87A,Q8BXN9,0.0549761686890257,,,
SMCA4,Q3TKT4,0.0401412079160666,,,
CPSF1,Q9EPU4,0.0572523605522555,,,
NACAD,Q5SWP3,,,,
STAT6,P52633,0.187767181066946,,,
TSN14,Q8QZY6,,,,
GDF5,P43027,,,,
,,,,,
EMAL3,Q8VC03,0.0079009149383723,,,
ARMX1,Q9CX83,,,,
STIM1,P70302,0.0248810024559717,,,
RHG35,Q91YM2,,,,
A16L1,Q8C0J2,0.0107367617193617,,,
ITPK1,Q8BYN3,0.0044200998273976,,,
PCID2,Q8BFV2,0.0197470543744599,,,
MTA1,Q8K4B0,0.0484385827121808,,,
GPAT3,Q8C0N2,,,,
BRD4,Q9ESU6,0.0188133361993079,4.13519655872173,73.24929367959801,1.3670488030470551e-05
RUSF1,Q91W34,,,,
RRS1,Q9CYH6,0.0861882704204181,,,
TBC17,Q8BYH7,0.0210132104628935,,,
COASY,Q9DBL7,0.0247456707183952,,,
SYLM,Q8VDC0,,,,
NSE3,Q9CPR8,0.0072915799400714,,,
CNOT7,Q60809,,,,
MTNB,Q9WVQ5,0.130817642255938,,,
WDR75,Q3U821,,,,
,,,,,
TSYL1,O88852,,,,
SPAG5,Q7TME2,,,,
UBAP2,Q91VX2,0.0640708826411685,,,
FKB10,Q61576,,,,
WDR54,Q9R0D8,,,,
LRWD1,Q8BUI3,0.0017653801670226,,,
ITIH4,A6X935,0.0413528108033575,,,
VP13C,Q8BX70,1.07125895622501,,,
GNAQ,P21279,0.0961815259345245,,,
TAB1,Q8CF89,,,,
FRDA,O35943,0.312418609735893,,,
KHDC4,Q3TCX3,0.0511637524122587,,,
ORC3,Q9JK30,0.0007541449665751,,,
COMD2,Q8BXC6,0.350107577683885,,,
DCAF1,Q80TR8,0.0100791537664456,,,
TBCD5,Q80XQ2,0.0493818929156141,,,
CLAP2,Q8BRT1,0.0195610992499957,,,
DPYD,Q8CHR6,,,,
GGYF2,Q6Y7W8,0.0125481382353506,,,
,,,,,
PGLT1,Q8BYB9,0.0384506039132233,,,
KIF4,P33174,0.0649052882342246,,,
ITAV,P43406,0.008092378929373,,,
RETST,Q64FW2,0.0610169658492509,,,
LRC8A,Q80WG5,,,,
CDC16,Q8R349,0.0582771612262465,,,
ZN579,Q80VM4,,,,
VATB1,Q91YH6,,,,
MIRO1,Q8BG51,0.0846505465574803,,,
TACC3,Q9JJ11,,,,
RRP8,Q9DB85,,,,
AFG2A,Q3UMC0,,,,
HDHD1,Q9D5U5,,,,
ADRO,Q61578,0.126341045174358,,,
PAPD1,Q9D0D3,0.0080567253694807,,,
FMR1,P35922,0.181459442116739,,,
NSA2,Q9CR47,0.0336381695698995,,,
SNX18,Q91ZR2,,,,
DIDO1,Q8C9B9,0.0061773533151787,,,
CCNL1,Q52KE7,0.0089570803138585,,,
PLPL6,Q3TRM4,0.0015629586718701,,,
DC1I1,O88485,,,,
TM214,Q8BM55,0.121487155021883,,,
,,,,,
TRM11,Q9CWH5,,,,
SMHD1,Q6P5D8,0.19638385697755,,,
ITCH,Q8C863,0.0484344380599682,,,
ZCHC8,Q9CYA6,0.0687825406984021,,,
NISCH,Q80TM9,0.125011524759389,,,
TF2H4,O70422,,,,
CTCF,Q61164,,,,
EMP1,P47801,,,,
STAG2,O35638,0.0072124067412482,,,
GOGA5,Q9QYE6,0.0444804611535705,,,
MIC26,Q9DCZ4,0.0835495481288262,,,
NHEJ1,Q3KNJ2,,,,
KIN17,Q8K339,,,,
LEMD2,Q6DVA0,,,,
TFB1M,Q8JZM0,,,,
RNF25,Q9QZR0,,,,
CBPD,O89001,0.0454737197008445,,,
ENDD1,Q8C522,,,,
TRIO,Q0KL02,,,,
SCRN2,Q8VCA8,,,,
S12A4,Q9JIS8,0.0384066607498805,,,
OTU1,Q8CB27,,,,
ACL6B,Q99MR0,,,,
MY18A,Q9JMH9,0.0525400630595489,,,
ANO6,Q6P9J9,0.0521208912965794,,,
WASC5,Q8C2E7,0.0298745240884117,,,
TELO2,Q9DC40,,,,
UFL1,Q8CCJ3,0.244893564749532,,,
T22D1,P62500,,,,
STAR9,Q80TF6,,,,
,,,,,
SDSL,Q8R238,,,,
WRIP1,Q91XU0,,,,
MPI,Q924M7,0.0106892352866335,,,
ASCC1,Q9D8Z1,,,,
PA24A,P47713,1.18906994113747,,,
SC16A,E9QAT4,0.0045658238636065,,,
PPCEL,Q8C167,,,,
DGLB,Q91WC9,,,,
NAA40,Q8VE10,0.0519967804287037,,,
HEAT3,Q8BQM4,0.122844100546993,,,
RNF14,Q9JI90,,,,
AN13A,Q80UP5,0.0207297310157842,,,
AFAP1,Q80YS6,,,,
TMUB2,Q3V209,,,,
REPS1,O54916,0.473207894647507,,,
CAF1B,Q9D0N7,0.0420452940132265,,,
TRI32,Q8CH72,0.0034685742234794,,,
TPC13,Q3TIR1,0.0226490944732063,,,
KTI12,Q9D1R2,0.0518648918900404,,,
TPC12,Q8K2L8,0.0607290794414086,,,
STAM2,O88811,0.0680733514136434,,,
TAOK1,Q5F2E8,0.0091909911637013,,,
,,,,,
COMD5,Q8R395,0.0868152004886513,,,
MYEF2,Q8C854,0.055932448440363,,,
SEC12,Q9WUQ2,0.178147625460236,,,
FABD,Q8R3F5,0.0138804643894499,,,
NAA30,Q8CES0,,,,
HSP13,Q8BM72,0.0608015676497086,,,
AKTIP,Q64362,,,,
MRCKB,Q7TT50,,,,
ASB9,Q91ZT8,,,,
GPN3,Q9D3W4,,,,
MAPK2,P49138,0.406029776926292,,,
RIOK2,Q9CQS5,0.0467805175367647,,,
APC4,Q91W96,0.044068387471788,,,
,,,,,
MET16,Q9CQG2,0.0739210074743041,,,
SVIL,Q8K4L3,,,,
,,,,,
DHX36,Q8VHK9,0.0553622653557761,,,
EXOC1,Q8R3S6,,,,
,,,,,
RIN1,Q921Q7,,,,
PLIN2,P43883,,,,
RAE2,Q9QZD5,,,,
RPTOR,Q8K4Q0,0.0181668049909669,,,
ANM7,Q922X9,0.0296018880777589,,,
VPS41,Q5KU39,0.0650229655901554,,,
SUN1,Q9D666,,,,
FHI2A,Q8CDM8,,,,
HAUS1,Q8BHX1,,,,
STRBP,Q91WM1,,,,
,,,,,
SRRM1,Q52KI8,0.0181638383260002,,,
PTSS1,Q99LH2,,,,
DPH2,Q9CR25,0.124310850433961,,,
UBP8,Q80U87,0.0496736304395284,,,
TMTC3,Q8BRH0,0.0041341149238394,,,
UBP13,Q5BKP2,,,,
,,,,,
MIC25,Q91VN4,0.0431291407648936,,,
CNOT2,Q8C5L3,0.0360637654051226,,,
RMXL1,Q91VM5,,,,
AURKA,P97477,0.0157726256375749,,,
SPB8,O08800,0.181908202737563,,,
PSME4,Q5SSW2,0.0054916545803735,,,
MRP4,E9Q236,0.0131156368281482,,,
NXN,P97346,,,,
DICER,Q8R418,,,,
GALT3,P70419,,,,
GLRX2,Q923X4,,,,
TCAF1,Q8BNE1,,,,
SBNO1,Q689Z5,0.028480967475809,,,
RUSD2,Q149F1,0.020216340857547,,,
CCD9B,A3KGF9,,,,
ZGPAT,Q8VDM1,,,,
,,,,,
STK39,Q9Z1W9,,,,
SORT,Q6PHU5,,,,
VTI1B,O88384,0.081543718618908,,,
TM115,Q9WUH1,,,,
ERD22,Q9CQM2,,,,
KT3K,Q8K274,,,,
,,,,,
2A5G,Q60996,0.0170844963327017,,,
MON2,Q80TL7,0.0068870642107458,,,
PDPK1,Q9Z2A0,0.0252530076415836,,,
MIER1,Q5UAK0,,,,
SOSB1,Q8R2Y9,0.102392910248375,,,
EXOC2,Q9D4H1,0.0187117937745103,,,
SNX16,Q8C080,,,,
EXOC5,Q3TPX4,,,,
MAEA,Q4VC33,0.48843589801318,,,
KCTD9,Q80UN1,,,,
CDC20,Q9JJ66,,,,
MLH1,Q9JK91,0.0037449246475117,,,
DDX56,Q9D0R4,,,,
TGO1,Q8BI84,0.0077259973845345,4.72000169642061,19.0545327495705,2.1533634068759966e-05
SRC,P05480,0.0532781065601749,,,
WDR18,Q4VBE8,0.0690087981579018,,,
NOM1,Q3UFM5,,,,
PO2F1,P25425,0.0167806377170742,,,
FSTL1,Q62356,,,,
AGRIN,A2ASQ1,,,,
ARI1A,A2BH40,0.0228293175545014,,,
DDX54,Q8K4L0,0.001176417849449,,,
,,,,,
TIGAR,Q8BZA9,0.253319899334413,,,
NBN,Q9R207,0.0099203439344974,,,
,,,,,
EPMIP,Q8VEH5,,,,
MK06,Q61532,,,,
SPRY4,Q91WK1,,,,
LYAG,P70699,0.0481987911379548,,,
PARG,O88622,,,,
IGBP1,Q61249,0.1164362449212,,,
RAB4A,P56371,,,,
C19L1,Q8CI33,0.0143986097846233,,,
TEFM,Q5SSK3,,,,
LARP4,Q8BWW4,0.232664988337231,,,
SHCAF,Q8C8M1,,,,
ATG2A,Q6P4T0,,,,
KAT3,Q71RI9,,,,
COG4,Q8R1U1,0.0043913440098826,,,
,,,,,
LEGL,Q8VED9,,,,
ETHE1,Q9DCM0,0.0237196792598736,,,
RPOM,Q8BKF1,,,,
ERBIN,Q80TH2,0.001313855977299,,,
ACSF2,Q8VCW8,,,,
NGDN,Q9DB96,0.198936250617776,,,
T161A,Q8VCA6,,,,
F264,Q6DTY7,,,,
SAP3,Q60648,,,,
TMF1,B9EKI3,,,,
DESP,E9Q557,0.0113776322278708,,,
ITIH1,Q61702,,,,
CYTSB,Q5SXY1,0.126389100585922,4.39099148637268,40.64512968946965,0.00016494384999887757
SRPK2,O54781,0.0211479738111409,,,
NIPS1,O55125,0.0253653120271634,,,
LGMN,O89017,0.488078502528957,,,
NFIC,P70255,,,,
AB17B,Q7M759,,,,
TBC9B,Q5SVR0,,,,
DYSF,Q9ESD7,,,,
QTRT2,B8ZXI1,0.0065939809482519,,,
ARHGI,Q6P9R4,,,,
EGLN1,Q91YE3,,,,
STRP1,Q8C079,0.0207653011452316,,,
PTPRC,P06800,0.76038490291856,,,
CDK12,Q14AX6,,,,
ZNRF2,Q71FD5,,,,
KI20B,Q80WE4,,,,
CCD97,Q9DBT3,0.0310154926765729,,,
GTR3,P32037,,,,
HEM4,P51163,,,,
GOLM1,Q91XA2,0.168963311016993,,,
CRBN,Q8C7D2,,,,
BPHL,Q8R164,,,,
STX4,P70452,0.0151774353306471,,,
CGAT2,Q8C1F4,,,,
SUGP1,Q8CH02,,,,
BRD2,Q7JJ13,0.0071526903754735,,,
CEP97,Q9CZ62,,,,
SKA3,Q8C263,,,,
UBR1,O70481,,,,
ORNT1,Q9WVD5,,,,
HELZ2,E9QAM5,,,,
PARD3,Q99NH2,,,,
MFS10,Q9D2V8,0.0439691115233758,,,
GCFC2,Q8BKT3,0.0003381607332244,,,
WIPI4,Q91VM3,,,,
IBP4,P47879,,,,
,,,,,
FKB15,Q6P9Q6,0.123757292816928,,,
UBE4B,Q9ES00,0.0608090326275345,,,
SYNEM,Q70IV5,,,,
EIF2D,Q61211,0.0136323550366215,,,
ENPP4,Q8BTJ4,,,,
KIF14,L0N7N1,,,,
TFP11,Q9ERA6,0.0030071532477688,,,
CTU2,Q3U308,0.0573454586576343,,,
DHYS,Q3TXU5,,,,
CNDD3,Q6ZQK0,0.0223656398159069,,,
MEPCE,Q8K3A9,0.0176402368348073,,,
RPA49,Q8K202,,,,
MEF2D,Q63943,0.0532747330925081,,,
AKAP1,O08715,0.0237509123792298,,,
KS6A3,P18654,0.0637967654134151,,,
ARMX2,Q6A058,,,,
RRP1,P56183,0.0549395138331102,,,
BECN1,O88597,,,,
HGFA,Q9R098,,,,
ZN346,Q9R0B7,,,,
TPC6B,Q9D289,0.0291491263912817,,,
NU4M,P03911,,,,
FKB14,P59024,,,,
SIR1,Q923E4,0.0255314785741598,,,
ARY1,P50294,,,,
BUB1B,Q9Z1S0,0.018436159316082,,,
MGDP1,Q9D967,0.12281676927847,,,
,,,,,
BIG2,A2A5R2,,,,
G6PE,Q8CFX1,0.156251764042522,,,
KCNN4,O89109,,,,
MA2B1,O09159,0.0422763242533496,,,
PCP,Q7TMR0,0.0619528530206057,,,
APC10,Q8K2H6,,,,
,,,,,
PEF1,Q8BFY6,0.143677635370811,,,
,,,,,
MYO5A,Q99104,0.195793537444287,,,
NCBP3,Q8BZR9,,,,
ATG9A,Q68FE2,,,,
TTI2,Q8BGV4,,,,
SMRC2,Q6PDG5,0.0572453904598466,,,
SERC1,Q9QZI8,,,,
MPP10,Q810V0,0.02818498472239,,,
NUP42,Q8CIC2,,,,
S2512,Q8BH59,0.742176862952444,,,
SYEM,Q9CXJ1,,,,
TACC2,Q9JJG0,,,,
YTDC1,E9Q5K9,,,,
RXRB,P28704,0.0132619685809428,,,
AL3A1,P47739,,,,
CLIC3,Q9D7P7,,,,
,,,,,
,,,,,
RHG05,P97393,,,,
ARG28,P97433,,,,
GSH1,P97494,0.326900715439081,,,
DCAF7,P61963,,,,
DDX55,Q6ZPL9,,,,
APAF,O88879,,,,
GALNS,Q571E4,0.0922113264247544,,,
LOXL2,P58022,,,,
INT7,Q7TQK1,0.0243442377740746,,,
T22D2,E9Q7M2,,,,
INT14,Q8R3P6,0.035626761513235,,,
F111A,Q9D2L9,0.0142672595210477,,,
RHG12,Q8C0D4,0.0102698985825864,,,
CD276,Q8VE98,,,,
SRGP1,Q91Z69,,,,
MASU1,Q9CWV0,0.0720944408592109,,,
CBL,P22682,0.0901731169808927,4.83426587353214,14.646509123734038,0.00032483917083325764
GNL3L,Q6PGG6,0.0169526117326606,,,
GYS1,Q9Z1E4,1.26930679501667,,,
PLBL2,Q3TCN2,0.0295213574911594,,,
RIOK1,Q922Q2,0.0514607403726982,,,
CTF8,P0CG15,,,,
EXOC4,O35382,0.003658256987111,,,
LUM,P51885,0.017999919844255,,,
SGF29,Q9DA08,,,,
DCBD2,Q91ZV3,,,,
MED10,Q9CXU0,,,,
R12BA,Q80YR9,,,,
GALT1,O08912,0.0093241242577603,,,
TBD2B,Q3U0J8,,,,
MED19,Q8C1S0,,,,
ERD21,Q99JH8,0.012535649825448,,,
RIOX1,Q9JJF3,0.059967605763933,,,
CTF18,Q8BIW9,0.0059809420303259,,,
HAX1,O35387,0.0477807020908257,,,
EMAL2,Q7TNG5,0.443373784648961,,,
PGPI,Q9ESW8,,,,
MED11,Q9D8C6,,,,
PHAR4,Q501J7,,,,
PP12C,Q3UMT1,,,,
UTP4,Q8R2N2,0.0081699090289597,,,
YLPM1,Q9R0I7,,,,
HPS6,Q8BLY7,,,,
OS9,Q8K2C7,0.151768999092678,,,
UB2J1,Q9JJZ4,0.134169937763536,,,
ACOX1,Q9R0H0,0.0005432366941421,,,
RMD5A,Q80YQ8,,,,
TONSL,Q6NZL6,,,,
ANGE2,Q8K1C0,,,,
,,,,,
,,,,,
CACO2,A2A6M5,,,,
UBP4,P35123,0.155813089288102,,,
C2D1B,Q8BRN9,0.183459180152119,,,
CRIM1,Q9JLL0,,,,
PHC2,Q9QWH1,,,,
MED1,Q925J9,,,,
MYD88,P22366,0.0372575820529676,,,
AFAD,Q9QZQ1,0.0956955210773262,4.38319670963884,41.38121999853475,0.00012276589140469696
TYSD1,Q9DBA6,,,,
SCRN3,Q3TMH2,,,,
TBL3,Q8C4J7,0.0110386820646318,,,
ACSL1,P41216,0.0232270051538851,,,
GIT2,Q9JLQ2,0.10049595296829,,,
CEP43,Q66JX5,,,,
BCKD,O55028,0.0385356765999991,,,
NOTC2,O35516,0.0072758010721963,,,
RBM15,Q0VBL3,0.0225759431876499,,,
ATG4B,Q8BGE6,0.0236407346968477,,,
MED15,Q924H2,0.0036004718520343,,,
ST32C,Q8QZV4,,,,
,,,,,
UBP24,B1AY13,0.0229977455646302,,,
AGO2,Q8CJG0,0.0209447794982371,,,
STA13,Q923Q2,,,,
CLCC1,Q99LI2,0.166820726966757,,,
KIFC1,Q9QWT9,,,,
EMP3,O35912,,,,
P3H2,Q8CG71,,,,
UT14A,Q640M1,,,,
SNX24,Q9CRB0,,,,
E41L1,Q9Z2H5,,,,
ROCK1,P70335,0.017782810355677,,,
IF2M,Q91YJ5,,,,
CNO10,Q8BH15,0.0241684537621757,,,
ZDHC5,Q8VDZ4,,,,
NFM,P08553,,,,
ADNP,Q9Z103,,,,
PANK4,Q80YV4,,,,
LAMB2,Q61292,,,,
CAMP2,Q8C1B1,,,,
PTN14,Q62130,,,,
NOP14,Q8R3N1,0.0122120377075411,,,
VATF,Q9D1K2,0.750583677787499,,,
HTF4,Q61286,,,,
KANK2,Q8BX02,,,,
MK03,Q63844,0.174796781993491,,,
EVI2B,Q8VD58,0.295839907024049,,,
MOB3A,Q8BSU7,,,,
TGFR2,Q62312,,,,
SMRCD,Q04692,0.0238589306520254,,,
SYNM,Q8BGV0,,,,
,,,,,
,,,,,
PI51A,P70182,,,,
ACAP2,Q6ZQK5,0.298284267741282,,,
ESF1,Q3V1V3,,,,
SNTB1,Q99L88,,,,
UBP11,Q99K46,,,,
RIPL2,Q99LE1,,,,
CWC25,Q9DBF7,,,,
TRI16,Q99PP9,,,,
XRCC1,Q60596,,,,
MCE1,O55236,0.0056318850418571,,,
AKT2,Q60823,0.0098187403528944,,,
URGCP,Q5NCI0,,,,
LRC8E,Q66JT1,,,,
TBK1,Q9WUN2,0.0105368455265215,,,
PTN9,O35239,,,,
MYO1E,E9Q634,0.651229475725136,,,
GFPT2,Q9Z2Z9,,,,
ACAD8,Q9D7B6,,,,
RIPK1,Q60855,0.165096496741193,,,
IPRI,Q3TNL8,,,,
IASPP,Q5I1X5,,,,
,,,,,
ERCC2,O08811,,,,
TTL,P38585,,,,
P4R3B,Q922R5,0.0196586840354137,,,
ITPI2,Q922B9,,,,
KDM3B,Q6ZPY7,0.0150751618444317,,,
SMG8,Q8VE18,0.0064478675328721,,,
EXOC7,O35250,,,,
HOME3,Q99JP6,,,,
LRP10,Q7TQH7,,,,
CAN5,O08688,,,,
NOC2L,Q9WV70,0.11963962699713,,,
UBAP1,Q8BH48,,,,
EPHB2,P54763,,,,
MTMR1,Q9Z2C4,,,,
GCP4,Q9D4F8,0.0039397973053837,,,
SNX8,Q8CFD4,0.0245981730332192,,,
SEN54,Q8C2A2,,,,
KIFA3,P70188,,,,
RBM28,Q8CGC6,0.0543530415093868,,,
PKP2,Q9CQ73,,,,
P4HTM,Q8BG58,,,,
NUB1,P54729,0.434683243290867,,,
ADAM9,Q61072,0.0168810669783829,,,
FLCN,Q8QZS3,,,,
PLPP,P60487,,,,
SENP3,Q9EP97,0.0193678838313328,,,
F120C,Q8C3F2,,,,
CNDH2,Q8BSP2,0.0085233711866827,,,
INT4,Q8CIM8,0.0136348374141037,,,
HAUS8,Q99L00,,,,
KIF3A,P28741,,,,
TATD1,Q6P8M1,,,,
PDXD1,Q99K01,0.515146165444426,,,
GATA,Q9CZN8,,,,
DOC10,Q8BZN6,0.390577048465776,,,
TRI56,Q80VI1,0.0461662427874445,,,
ARHGA,Q8C033,,,,
NDC1,Q8VCB1,0.0636960409202668,,,
NQO1,Q64669,,,,
GCR,P06537,,,,
PPA6,Q8BP40,0.0873937967407033,,,
KS6A4,Q9Z2B9,,,,
IL6RB,Q00560,,,,
I2BPL,Q8K3X4,0.427486286304435,,,
SFR19,Q5U4C3,,,,
RFIP1,Q9D620,,,,
TFDP1,Q08639,0.0356167809267099,,,
ELOA1,Q8CB77,0.0072491003364993,,,
PI3R4,Q8VD65,0.0054543473968284,,,
TF2H1,Q9DBA9,,,,
YTDC2,B2RR83,0.0016700634659071,,,
GALT5,Q8C102,,,,
E2AK4,Q9QZ05,,,,
LRSM1,Q80ZI6,,,,
SDC4,O35988,,,,
AKA12,Q9WTQ5,,,,
DVL2,Q60838,,,,
RRP7A,Q9D1C9,,,,
APC1,P53995,0.0245061135937544,,,
MARK3,Q03141,,,,
FILA2,Q2VIS4,0.0018249471182081,,,
TOP3A,O70157,,,,
LRBA,Q9ESE1,0.0283561192569022,,,
ZN638,Q61464,0.0064990194382848,,,
CASP2,P29594,,,,
OTUD4,B2RRE7,,,,
KPRP,B2RUR4,,,,
CTL1,Q6X893,0.0667341603435614,,,
CC90B,Q8C3X2,0.01359837325564,,,
,,,,,
ITB5,O70309,,,,
TPRGL,Q9DBS2,0.303965799758778,,,
,,,,,
VPS50,Q8CI71,0.0592269523630379,,,
KS6A1,P18653,0.0662402903351584,,,
YES,Q04736,,,,
,,,,,
SG196,Q3TUA9,,,,
PTTG1,Q9CQJ7,,,,
ZDH17,Q80TN5,,,,
TITIN,A2ASS6,0.0001310855961358,,,
ECD,Q9CS74,0.01699355142176,,,
VMP1,Q99KU0,0.0302314343412085,,,
AT2B4,Q6Q477,,,,
RECQ1,Q9Z129,,,,
PI42B,Q80XI4,0.0181196027562852,,,
PALS1,Q9JLB2,,,,
IMDH1,P50096,0.535173204306677,,,
ZWINT,Q9CQU5,,,,
GNPAT,P98192,,,,
NOL6,Q8R5K4,0.0022852069806769,,,
MOT2,O70451,,,,
CDK13,Q69ZA1,0.0064229688606195,4.94725207892687,11.291403339169358,3.0147245214884322e-05
DYN1,P39053,0.0119331428663847,,,
MA1A2,P39098,0.0152196758470191,,,
DDX31,Q6NZQ2,,,,
CTNL1,O88327,,,,
PK3C3,Q6PF93,,,,
DHX8,A2A4P0,,,,
EXOC6,Q8R313,,,,
GEMI2,Q9CQQ4,,,,
ADAM8,Q05910,,,,
UBXN6,Q99PL6,0.00500777548876,,,
,,,,,
DAF1,Q61475,,,,
MORC3,F7BJB9,0.112759333742168,,,
CNO11,Q9CWN7,0.0202782849381957,,,
WASC4,Q3UMB9,0.0126055270933137,,,
GAK,Q99KY4,0.0591424501248952,,,
,,,,,
LMF2,Q8C3X8,0.0093747117911238,,,
RNF10,Q3UIW5,0.0132259707705817,,,
TEX10,Q3URQ0,0.0150035118498553,,,
PLEK2,Q9WV52,,,,
CTF1,Q60753,,,,
IKKA,Q60680,,,,
ZN598,Q80YR4,,,,
DAXX,O35613,,,,
OGFD2,Q9CQ04,,,,
IREB2,Q811J3,0.0067549964457561,,,
CNOT8,Q9D8X5,0.0062776576140715,,,
WDR44,Q6NVE8,,,,
GRDN,Q5SNZ0,0.0013227940307236,,,
GLMN,Q8BZM1,0.0221400575909303,,,
PLS3,Q9JIZ9,,,,
PKP3,Q9QY23,,,,
METH,A6H5Y3,,,,
,,,,,
,,,,,
EH1L1,Q99MS7,0.0518679482047187,,,
AFTIN,Q80WT5,0.0068380090391803,,,
PTPRJ,Q64455,0.0211465775471161,,,
UTP20,Q5XG71,0.0117531621111255,,,
FZD6,Q61089,,,,
S35E1,Q8CD26,,,,
GCC2,Q8CHG3,,,,
INT5,Q8CHT3,0.0308079284291242,,,
,,,,,
B3A2,P13808,0.008023366094956,,,
NCOA7,Q6DFV7,,,,
DHSD,Q9CXV1,0.0894804858569831,,,
VCIP1,Q8CDG3,0.0190319449768625,,,
STK33,Q924X7,,,,
CHK1,O35280,,,,
VAV2,Q60992,,,,
RN214,Q8BFU3,,,,
KI21A,Q9QXL2,,,,
LAMC1,P02468,,,,
LIPB1,Q8C8U0,0.0202344829146605,,,
KCC4,P08414,,,,
PP1RA,Q80W00,,,,
NSMA3,Q6ZPR5,0.0307357353028853,,,
WNK1,P83741,0.0289500312684996,,,
TDRD7,Q8K1H1,0.0012149321659679,,,
ZCCHL,Q8BFR1,,,,
ANKL2,Q6P1H6,0.0296282454287174,,,
GRN,P28798,0.122931761651272,,,
SMUF2,A2A5Z6,,,,
AL4A1,Q8CHT0,0.0224574436215179,,,
SMCA2,Q6DIC0,0.0027386001656825,,,
,,,,,
PIEZ1,E2JF22,,,,
ALG9,Q8VDI9,0.0102482998541002,,,
SRSF4,Q8VE97,0.166618481599954,,,
RB15B,Q6PHZ5,,,,
LRC41,Q8K1C9,0.0355098037061716,,,
PXDN,Q3UQ28,,,,
COQ8B,Q566J8,,,,
LRC8C,Q8R502,,,,
