gene_id,uniprot_id,concentration_uM,pKapp,Kapp,complexome
NDUS4,Q9CXZ1,1.3353102978473,,,
EXOS5,Q9CRA8,0.0293697834627047,,,
IF4B,Q8BGD9,0.678044586059945,,,
SNX1,Q9WV80,0.869654767929608,,,
ZPR1,Q62384,0.408300502743687,,,
SYMC,Q68FL6,1.00232094564253,,,
CAH13,Q9D6N1,0.0765734497880529,,,
DCTN3,Q9Z0Y1,0.184921131706764,,,
CHCH2,Q9D1L0,,,,
GEMI5,Q8BX17,0.0677235927626304,,,
COXM2,Q8K199,0.140962896215099,,,
CSN6,O88545,0.459401609757407,,,
NDRG1,Q62433,0.353244893574103,,,
ACPH,Q8R146,0.275102151185202,,,
SKI8,Q9ERF3,0.743228046353585,,,
VTDB,P21614,,,,
LARP1,Q6ZQ58,0.527322727192201,,,
ATX10,P28658,0.58866040007104,,,
RT18B,Q99N84,0.20657922065309,,,
SAHH2,Q80SW1,0.495891118622627,,,
SFXN1,Q99JR1,0.219360240357281,,,
SDHB,Q9CQA3,1.37198796459382,,,
URM1,Q9D2P4,,,,
RAB6A,P35279,0.492856926766113,,,
RU2B,Q9CQI7,0.341970741979537,,,
TOPK,Q9JJ78,0.44083624166548,,,
ERP44,Q9D1Q6,0.967297002803271,,,
PMVK,Q9D1G2,0.277126910693268,,,
MYADM,O35682,0.174852960841617,,,
UFC1,Q9CR09,0.342458361512863,,,
TPR,F6ZDS4,0.214268651373758,,,
CD47,Q61735,0.051511717832434,,,
TMPS4,Q8VCA5,,,,
SEH1,Q8R2U0,0.251791282750391,,,
EFHD2,Q9D8Y0,1.79256820441122,,,
BUD31,Q6PGH1,0.727144560124229,,,
DHB4,P51660,0.435025487217348,,,
DNM1L,Q8K1M6,0.385484419690684,,,
SPF30,Q8BGT7,0.368537152476906,,,
SSRP1,Q08943,0.242844005977024,,,
IDI1,P58044,1.55167823917717,,,
ILEUA,Q9D154,,,,
RBM3,O89086,2.29281807903995,,,
NDRG3,Q9QYF9,0.259045483771208,,,
SPCS3,Q6ZWQ7,0.905039978791443,,,
LONM,Q8CGK3,0.56200694671068,,,
PROF2,Q9JJV2,,,,
ICLN,Q61189,0.460326729918635,,,
ARK72,Q8CG76,0.0656642356164534,,,
DPP3,Q99KK7,0.379272339727364,,,
CFDP1,O88271,1.16624373159738,,,
TIPRL,Q8BH58,0.265734076856203,,,
ABCF2,Q99LE6,0.793286032903061,,,
PAWR,Q925B0,,,,
RAB1A,P62821,0.638827375340859,,,
RAE1L,Q8C570,0.0870515050602421,,,
DBLOH,Q9JIQ3,,,,
HEM6,P36552,0.21359906985426,,,
CD9,P40240,0.316043095309634,,,
ACSL3,Q9CZW4,0.0245843272195162,,,
NDUS3,Q9DCT2,0.788497007345493,,,
SNAA,Q9DB05,0.691340985607698,,,
EPDR1,Q99M71,,,,
ABCF1,Q6P542,0.93220768158238,,,
SH3G1,Q62419,0.0394737541603078,,,
TYSY,P07607,0.204686664107904,,,
CIA2B,Q9D187,0.149529320227985,,,
MTCH2,Q791V5,0.13218293794094,,,
UBE2T,Q9CQ37,0.0036500420495274,,,
ABHDA,Q6PE15,,,,
BRK1,Q91VR8,0.577030870037028,4.55760031994658,27.694892265145135,0.0010854041255381475
MCMBP,Q8R3C0,0.234830221619702,,,
PUR4,Q5SUR0,2.17983416803773,,,
OGFR,Q99PG2,0.12101864590285,,,
CZIB,Q8BHG2,0.238119540583553,,,
DNJC9,Q91WN1,,,,
SP16H,Q920B9,0.196418376233499,,,
LAMP2,P17047,0.703498873111531,,,
ZO1,P39447,,,,
KIF2C,Q922S8,0.0203759983955264,,,
NDUBA,Q9DCS9,0.116015670590121,,,
DDX42,Q810A7,0.397750086623094,,,
SPS2L,Q91WJ7,,,,
HDAC1,O09106,0.579994890945613,,,
RFC5,Q9D0F6,0.179615809015455,,,
MRP,P28667,0.175412262354202,,,
AP2A1,P17426,0.135474364552868,,,
PIHD1,Q9CQJ2,0.179151232197441,,,
SC11A,Q9R0P6,0.355084891674526,,,
MBB1A,Q7TPV4,1.93326543205175,,,
PPCE,Q9QUR6,1.90464463508529,,,
RSU1,Q01730,0.348367420251666,,,
NDUA8,Q9DCJ5,0.744477947847919,,,
NUDC3,Q8R1N4,0.147380322925109,,,
STT3A,P46978,1.24424864924694,,,
AL1B1,Q9CZS1,,,,
,,,,,
HEBP2,Q9WU63,,,,
MRT4,Q9D0I8,0.433038299586578,,,
TFAM,P40630,,,,
PIN4,Q9CWW6,0.425916167084586,,,
DNJC7,Q9QYI3,0.256861096924913,,,
CSTF3,Q99LI7,0.0410303146288522,,,
RM55,Q9CZ83,,,,
PACN2,Q9WVE8,0.352126829581219,,,
SPF45,Q8JZX4,0.3476602954696,,,
TOIP1,Q921T2,0.459374624897075,,,
CHD4,Q6PDQ2,0.538513839257039,,,
GLCNE,Q91WG8,,,,
IF2P,Q05D44,0.374019498492534,,,
CALB2,Q08331,,,,
HXK2,O08528,0.676558776274563,,,
AP1G1,P22892,0.38638918586908,,,
ARP19,P56212,1.04782899201869,,,
CISY,Q9CZU6,1.31753521470656,,,
TIM8A,Q9WVA2,1.20352109822295,,,
PININ,O35691,0.212162306999122,,,
CATZ,Q9WUU7,2.54561997991841,,,
GALT2,Q6PB93,,,,
SNX6,Q6P8X1,0.269920264064922,,,
CIP4,Q8CJ53,,,,
ENOPH,Q8BGB7,0.370709249705996,,,
LXN,P70202,,,,
PNPO,Q91XF0,,,,
,,,,,
NDUV1,Q91YT0,0.881850969091663,,,
CLIP1,Q922J3,0.172361110489861,,,
IFIT1,Q64282,,,,
ARFP1,G5E8V9,0.422325644653844,,,
CTNA1,P26231,,,,
MBOA7,Q8CHK3,,,,
B2CL1,Q64373,0.151201841698877,,,
PCYOX,Q9CQF9,0.0329041550503072,,,
NUCB1,Q02819,1.08543385978752,,,
PP6R3,Q922D4,0.302277676974185,,,
NIBA1,Q3UW53,0.485593457239577,,,
DESM,P31001,0.116166843172104,,,
UBP10,P52479,0.200680922213977,,,
LG3BP,Q07797,0.194020351379644,,,
SMAP,Q9R0P4,0.441349637093937,,,
NHRF2,Q9JHL1,,,,
EMAL4,Q3UMY5,0.471476983131219,,,
MTA2,Q9R190,0.219322645384544,,,
FCL,P23591,0.189153416335173,,,
IDHP,P54071,2.81128718947978,,,
ARHG1,Q61210,0.373499868162505,,,
RAB1B,Q9D1G1,0.533736779319525,,,
RBMX,Q9WV02,,,,
NMT1,O70310,0.462698865560704,,,
DC1L2,Q6PDL0,0.24559881020689,,,
EEA1,Q8BL66,0.269977740060111,,,
THTR,P52196,,,,
NPL4,P60670,0.190140044342269,,,
DJB11,Q99KV1,1.61095560609818,,,
VPS28,Q9D1C8,0.253733706436797,,,
GALK1,Q9R0N0,0.952223506726537,,,
DCUP,P70697,0.0697927767361119,,,
DLGP3,Q6PFD5,,,,
EXOS6,Q8BTW3,0.0694991090935138,,,
RBBP9,O88851,,,,
AIFM1,Q9Z0X1,0.73831958747009,,,
,,,,,
EBP2,Q9D903,0.301717551769802,,,
STAT3,P42227,0.26288819414555,,,
HS74L,P48722,0.168217667035815,,,
2ABA,Q6P1F6,0.223386010379322,,,
CIAO1,Q99KN2,0.299478341775596,,,
ADT1,P48962,1.36295475284883,,,
VATE1,P50518,1.03996671346797,,,
NECP2,Q9D1J1,0.411315405359945,,,
NEK7,Q9ES74,0.114841213823654,,,
MSH2,P43247,0.102920630079317,,,
PPP6,Q9CQR6,0.244652353353373,,,
PHF23,Q8BSN5,,,,
CATC,P97821,0.0333124519785154,,,
RNPS1,Q99M28,0.130537824730756,,,
RBM25,B2RY56,0.177012402234628,,,
ES8L2,Q99K30,,,,
WDR12,Q9JJA4,0.292048114030881,,,
NDUA6,Q9CQZ5,0.686197974164257,,,
RM45,Q9D0Q7,0.0355756304857441,,,
NUDC2,Q9CQ48,0.494848754190413,,,
THOC3,Q8VE80,0.0872055709931146,,,
DAP1,Q91XC8,0.24427429349017,,,
CRTAP,Q9CYD3,,,,
RM43,Q99N89,0.146861191995538,,,
VTA1,Q9CR26,0.237933756312648,,,
DHX30,Q99PU8,0.248159461113958,,,
THOP1,Q8C1A5,0.321726204284429,,,
CND2,Q8C156,0.207608097602565,,,
GFPT1,P47856,1.0988289365513,,,
UGGG1,Q6P5E4,0.76630156646644,,,
SAAL1,Q9D2C2,0.0324746609053993,,,
DRG2,Q9QXB9,0.596505922361812,,,
NPS3B,Q9CQE1,0.053427858227635,,,
RHOA,Q9QUI0,0.344276200200392,,,
NUCB2,P81117,0.640729433408515,,,
RAB21,P35282,0.357870305035183,,,
CHM1A,Q921W0,,,,
RBM12,Q8R4X3,0.140686716057401,,,
SC31A,Q3UPL0,1.31514021338895,,,
NNTM,Q61941,,,,
ESYT1,Q3U7R1,0.151821691878884,,,
FETA,P02772,,,,
UMPS,P13439,1.18844152270081,,,
MEAK7,Q8K0P3,,,,
CAB39,Q06138,0.232159580157635,,,
GT251,Q8K297,0.899950884506775,,,
SYPL1,O09117,0.197624325501174,,,
,,,,,
NUP62,Q63850,0.182309624317028,,,
GON7,P0C8B4,,,,
LBR,Q3U9G9,0.588046591558874,,,
FAF2,Q3TDN2,0.272436600470672,,,
DD19A,Q61655,0.550899082276341,,,
UBCP1,Q8BGR9,0.0399517091762378,,,
S29A1,Q9JIM1,0.0752872509136747,,,
SART3,Q9JLI8,0.243044316553584,,,
TM9S4,Q8BH24,1.99441906619531,,,
SRPK1,O70551,0.234505012761,,,
S61A1,P61620,0.398344046521653,,,
ACYP2,P56375,,,,
RDH11,Q9QYF1,0.232347711001664,,,
DCXR,Q91X52,,,,
TBCE,Q8CIV8,0.0239238156628137,,,
LYRM7,Q9DA03,,,,
RD23A,P54726,0.098650587236966,,,
RAB32,Q9CZE3,0.1836319395206,,,
TXND9,Q9CQ79,0.22119112420093,,,
E41L2,O70318,0.213618027095591,,,
FAAA,P35505,,,,
COX20,Q9D7J4,0.0225209844583951,,,
TOP1,Q04750,0.158361177309409,,,
SRPRA,Q9DBG7,0.627488615849933,,,
EMC5,Q8K273,0.19657228272004,,,
BRX1,Q9DCA5,0.167956242182453,,,
TPP2,Q64514,1.61704495661327,,,
NCBP1,Q3UYV9,0.214768417214355,,,
ARL2,Q9D0J4,0.196455209962009,4.77839516337719,16.65730878769863,0.0006190997118586949
,,,,,
MYPT1,Q9DBR7,0.0415772401861785,,,
CYFP1,Q7TMB8,0.323212255153084,4.54604630751455,28.44157827283398,0.0005975589227240619
IDE,Q9JHR7,0.501350992637499,,,
EBP,P70245,0.011162573333553,,,
UBXN7,Q6P5G6,0.0607446175630951,,,
RM49,Q9CQ40,0.167376758370134,,,
SF3B6,P59708,0.145361053364836,,,
RAB34,Q64008,,,,
RBX1,P62878,0.351746570294148,,,
CUL2,Q9D4H8,0.231882001124601,,,
GLRX5,Q80Y14,0.686359740591402,,,
AR6P1,Q9JKW0,0.129073140535082,,,
MP2K2,Q63932,0.109729682876935,,,
RT22,Q9CXW2,0.353144316646694,,,
CSTF2,Q8BIQ5,0.394963364034133,,,
UN45A,Q99KD5,0.0621480272649894,,,
WASL,Q91YD9,,,,
TBB4A,Q9D6F9,0.0860052203963683,,,
,,,,,
SRPRB,P47758,0.633265309031225,,,
,,,,,
EMC7,Q9EP72,0.3351760869674,,,
PRPS2,Q9CS42,3.09679564411449,,,
LMAN1,Q9D0F3,1.17469069051596,,,
CSN9,Q3U898,0.221566490693601,,,
UCK2,Q99PM9,0.625205274962797,,,
MYL9,Q9CQ19,,,,
TOIP2,Q8BYU6,0.0154560128542215,,,
VATB2,P62814,1.29657561820662,,,
VATC1,Q9Z1G3,0.62546954791595,,,
ITA6,Q61739,,,,
TX1B3,Q9DBG9,,,,
SRS10,Q9R0U0,1.22670684384966,,,
FIP1,Q9D824,0.22475427126693,,,
MAVS,Q8VCF0,0.111621213982026,,,
DAZP1,Q9JII5,0.344933888980403,4.17611425991494,66.66313599778506,0.0002740401161247519
GOPC,Q8BH60,0.136284823446812,,,
WDR82,Q8BFQ4,0.175727294545938,,,
CTBP2,P56546,1.10007535673293,,,
GDIA,P50396,0.121360624218879,,,
TF65,Q04207,0.0960677627660359,,,
SYFA,Q8C0C7,0.68745880034066,,,
MPZL1,Q3TEW6,,,,
PPM1F,Q8CGA0,0.117668460897437,,,
UFO,Q00993,,,,
NUP50,Q9JIH2,0.26876097281343,,,
ACINU,Q9JIX8,0.161793092218672,,,
SNX5,Q9D8U8,0.760097647919147,,,
COMT,O88587,0.934320349567228,,,
RM34,Q99N91,0.18269156325101,,,
UBE2S,Q921J4,0.0554692132172142,,,
,,,,,
ZC3H4,Q6ZPZ3,0.0872513892371107,,,
YBOX3,Q9JKB3,0.16154610851712,,,
UBA3,Q8C878,0.0802151911451999,,,
DNJB6,O54946,0.0223737540462154,,,
AASD1,Q3THG9,0.655406515437194,,,
SEC62,Q8BU14,2.14067215694442,,,
LYPA2,Q9WTL7,0.225538305603043,,,
SNRPA,Q62189,0.675332983546611,,,
NR2CA,Q3TV70,0.045547655839069,,,
LC7L2,Q7TNC4,0.408321545433383,,,
GTF2I,Q9ESZ8,0.273501958740503,,,
CSN5,O35864,0.306260518660006,,,
ATD3A,Q925I1,0.243861714770975,,,
UCHL5,Q9WUP7,0.998310242592844,,,
CPSF6,Q6NVF9,0.367749967968633,4.52250636989484,30.025733811192303,0.0006435310325176857
SRXN1,Q9D975,0.106044508321494,,,
F162A,Q9D6U8,0.89501674621784,,,
UBE2Z,Q3UE37,0.0919324791519777,,,
KGD4,Q9CQX8,,,,
ABI1,Q8CBW3,0.367815458341237,4.72006522642962,19.051745594422222,0.001006403014510937
LRRF1,Q3UZ39,0.228567949498626,,,
NDUF2,Q59J78,0.0269502550000272,,,
MK09,Q9WTU6,0.0283125134076704,,,
LACB2,Q99KR3,0.282835673117126,,,
SGMR1,O55242,0.132816655596914,,,
CSN3,O88543,0.232100008460483,,,
CMBL,Q8R1G2,,,,
PLCB3,P51432,0.0156171288804098,,,
UBE2A,Q9Z255,0.291187069505484,,,
PSB8,P28063,1.43214278688028,,,
CTND1,P30999,0.262663782147388,,,
SZRD1,Q6NXN1,0.375538080351127,,,
CLPP,O88696,0.101329784223024,,,
BCLF1,Q8K019,0.128546405327432,,,
T2FA,Q3THK3,0.209766640890097,,,
RM17,Q9D8P4,,,,
NUP37,Q9CWU9,0.422016575408809,,,
EI2BA,Q99LC8,0.140683696634593,,,
PDCL3,Q8BVF2,0.559485918911494,,,
SF3A2,Q62203,0.115720845666004,4.73326263666251,18.48150624321422,0.0003305806875264494
,,,,,
SQOR,Q9R112,,,,
SLK,O54988,0.414913349397942,,,
PPP5,Q60676,0.242349537985632,,,
DFFA,O54786,,,,
LRC47,Q505F5,0.153515525201994,,,
UPAR,P35456,0.0130831952952478,,,
SURF4,Q64310,1.18140477620805,,,
PHAX,Q9JJT9,0.282977450247478,,,
NDUB1,P0DN34,0.591326773060436,,,
SWP70,Q6A028,0.57210104015835,,,
NDUS1,Q91VD9,0.805718220951135,,,
NDUBB,O09111,0.432473692904077,,,
KCRB,Q04447,5.34358279302023,,,
KPCA,P20444,,,,
PRPF3,Q922U1,0.215542759489788,,,
HYPK,Q9CR41,0.32644293646232,,,
CCAR2,Q8VDP4,0.18344556665436,,,
PPIL1,Q9D0W5,0.0646828806558585,,,
PDIP2,Q91VA6,0.133595345747945,,,
PTPRA,P18052,0.150996538804486,,,
G3PT,Q64467,0.194506307692112,,,
PML,Q60953,0.0078092632922244,,,
GNAS2,P63094,,,,
PR40A,Q9R1C7,0.170569441329823,,,
LYPA1,P97823,0.380839378270871,,,
TCRG1,Q8CGF7,0.458708878155471,,,
P3H1,Q3V1T4,,,,
F120A,Q6A0A9,0.284367961799569,,,
,,,,,
,,,,,
RHOG,P84096,0.460062414250256,,,
SAP,Q61207,1.31539953948485,,,
ACOT9,Q9R0X4,0.195323341552431,,,
SNUT1,Q9Z315,0.193720765088782,,,
EXOS7,Q9D0M0,0.0829350246956715,,,
,,,,,
PP1R8,Q8R3G1,0.25951718497703,,,
HINT2,Q9D0S9,0.129842932160141,,,
BYST,O54825,0.223123835870688,,,
RCN2,Q8BP92,0.350739051762102,,,
EXOS4,Q921I9,0.0774480809577209,,,
NOP58,Q6DFW4,0.295915657934897,,,
RT07,Q80X85,0.114718967602745,,,
QSOX2,Q3TMX7,0.058951260400583,,,
PPME1,Q8BVQ5,0.184820368805503,,,
PLGT3,G5E897,0.0864670789956796,,,
VAMP3,P63024,0.236266846727902,,,
TBCD,Q8BYA0,0.0980196490882194,,,
IF2B2,Q5SF07,,,,
DNLI1,P37913,0.361676576899284,,,
ENOG,P17183,,,,
HDAC2,P70288,0.240280571653722,,,
SRP54,P14576,0.354903291759521,,,
MIEN1,Q9CQ86,0.322680436427403,,,
ANT3,P32261,0.420670358551588,,,
IPO9,Q91YE6,0.244545407930678,,,
SNW1,Q9CSN1,0.180120694270655,,,
TTC9C,Q810A3,0.0598577069886285,,,
TPD52,Q62393,0.681583813428089,,,
5MP1,Q91VK1,0.198007381519481,,,
DIM1,Q9D0D4,0.33382971126909,,,
LETM1,Q9Z2I0,0.139656415601781,,,
RUFY1,Q8BIJ7,0.447453940191517,,,
FA98B,Q80VD1,0.264105894165322,,,
T2AG,Q80ZM7,0.0019393684034995,,,
TRIP6,Q9Z1Y4,,,,
TIM8B,P62077,0.721649743456461,,,
RAB5A,Q9CQD1,0.145701050956946,,,
EI2BB,Q99LD9,0.418751787337855,,,
GCP60,Q8BMP6,0.507879098289441,,,
BOP1,P97452,0.337366746647848,,,
,,,,,
RM15,Q9CPR5,0.214525244923399,,,
OXSR1,Q6P9R2,0.168614206740733,,,
EMC1,Q8C7X2,0.413885132020433,,,
STT3B,Q3TDQ1,0.345349804679331,,,
,,,,,
RAB8A,P55258,0.151933979515298,,,
HNRH2,P70333,0.169642283558005,,,
CLU,Q5SW19,0.475023160004084,,,
SPT5H,O55201,0.359134845222047,,,
RAB35,Q6PHN9,0.0386880255484872,,,
PHLA2,O08969,,,,
MOFA1,Q9CQL7,0.318234197389146,,,
RNZ2,Q80Y81,0.1538785049123,,,
ODP2,Q8BMF4,0.455242266814535,,,
ACTC,P68033,0.906212193450229,,,
CEP41,Q99NF3,,,,
GELS,P13020,4.64323043406854,,,
HGS,Q99LI8,0.201868928062226,,,
GALD1,Q8BFQ8,0.311583676141024,,,
XRN2,Q9DBR1,0.250458385264359,,,
RWDD1,Q9CQK7,0.358998634102536,,,
GALE,Q8R059,,,,
XPP1,Q6P1B1,0.715376922771573,,,
PP2BA,P63328,0.034700025224806,,,
DCTP1,Q9QY93,,,,
C560,Q9CZB0,0.299482219242679,,,
MMS19,Q9D071,0.0669509005783939,,,
MA2A1,P27046,0.0383555814681364,,,
RPAB3,Q923G2,0.183849587753751,,,
TCPW,Q61390,0.0349150283345431,,,
NRP1,P97333,0.0107077941248249,,,
ATX2L,Q7TQH0,0.426786462736873,,,
P4HA1,Q60715,0.688486464680208,,,
ECHD1,Q9D9V3,0.117063739375457,,,
MSH6,P54276,0.0974093060216892,,,
DLG1,Q811D0,0.0176085588509587,,,
FLOT1,O08917,,,,
SNP29,Q9ERB0,0.310058794157529,,,
THTM,Q99J99,0.330321568465923,,,
PREP,Q8K411,0.126721220711938,,,
ICT1,Q8R035,0.1783157044073,,,
KPRB,Q8R574,0.1840758111589,,,
DYST,Q91ZU6,0.0043975205112971,,,
CGBP1,Q8BHG9,0.147748612772179,,,
NOSIP,Q9D6T0,0.13040404651378,,,
THIM,Q8BWT1,0.444964290766094,,,
TRA2A,Q6PFR5,0.0906254009370902,,,
NPTN,P97300,0.6886357727828,,,
HEM2,P10518,0.490465516634168,,,
SODM,P09671,0.792011176271252,,,
TBPL1,P62340,0.171065533502963,,,
SF3B4,Q8QZY9,0.139465776407113,4.33576192579604,46.157053177594825,0.00016031350013534507
TYY1,Q00899,0.184883503234489,,,
F107B,Q3TGF2,,,,
TXNL1,Q8CDN6,2.0635149972198,,,
QOR,P47199,0.228603031885769,,,
,,,,,
PAIP1,Q8VE62,0.232505937888256,,,
SRRM2,Q8BTI8,0.21198387687895,,,
AP2A2,P17427,0.200475336648305,,,
PDE12,Q3TIU4,0.0940853373849678,,,
GAMT,O35969,0.0146462346919125,,,
GSDME,Q9Z2D3,,,,
CASP7,P97864,0.191968663713564,,,
E2AK2,Q03963,0.0472199283208776,,,
CCD50,Q810U5,0.52383962273205,,,
SAC1,Q9EP69,0.788177069149349,,,
PRKRA,Q9WTX2,0.232286638652635,,,
P5CR1,Q922W5,,,,
TRA2B,P62996,0.156760352770487,,,
STK24,Q99KH8,0.11973515763923,,,
HELLS,Q60848,0.0312867699516474,,,
LRC20,Q8CI70,,,,
GORS2,Q99JX3,0.0872724649560821,4.16204659793634,68.85784108685996,6.73887625097791e-05
,,,,,
CCAR1,Q8CH18,0.133176237058846,,,
S38A2,Q8CFE6,0.520825960241709,,,
NUP85,Q8R480,0.128275903832027,,,
KHDR3,Q9R226,,,,
PP1R7,Q3UM45,1.29865137348893,,,
NDUS8,Q8K3J1,0.494813933559635,,,
PSIP1,Q99JF8,0.464996766206225,,,
GBRL2,P60521,0.576380299209793,,,
EMC2,Q9CRD2,0.271761484985947,,,
NDUB3,Q9CQZ6,0.462846882090665,,,
GNA1,Q9JK38,0.0833596858488024,,,
SAR1B,Q9CQC9,0.329483614814591,,,
MOT4,P57787,0.0955951563504152,,,
RMD1,Q9DCV4,,,,
DHPR,Q8BVI4,1.34844998039759,,,
MP2K4,P47809,0.0163706383210666,,,
CREG1,O88668,0.764326757744404,,,
,,,,,
KCD12,Q6WVG3,,,,
ANLN,Q8K298,0.109093754203446,,,
ZRAB2,Q9R020,1.35436558630935,,,
UBQL1,Q8R317,0.440361911680592,,,
,,,,,
COMD8,Q9CZG3,0.046825228909324,,,
TES,P47226,0.305496341544688,,,
KIF15,Q6P9L6,0.123994719466466,,,
IFIT3,Q64345,,,,
AP3D1,O54774,0.193996700058396,,,
CAZA2,P47754,0.936026738380656,,,
CLPT1,Q8VBZ3,0.678808128035192,,,
ARFG1,Q9EPJ9,0.0955620816637281,,,
SQSTM,Q64337,0.504350766570035,,,
DAD1,P61804,0.826414681302086,,,
LSM1,Q8VC85,0.15782949385212,,,
TX264,E9Q137,0.206466803607709,,,
QKI,Q9QYS9,0.437078920466136,,,
CDC5L,Q6A068,0.095060855465864,,,
RM13,Q9D1P0,0.13919994615243,,,
PP4C,P97470,0.462399537771955,,,
PSMG1,Q9JK23,0.314517321359171,,,
ZO2,Q9Z0U1,0.0958741490177626,,,
RTF2,Q99K95,0.0763831466523862,,,
MEMO1,Q91VH6,0.63842517187892,,,
PDXK,Q8K183,1.96781208291837,,,
AP4A,P56380,0.150357410816378,,,
CCD47,Q9D024,0.351528751948999,,,
FA50A,Q9WV03,0.21007561205268,,,
,,,,,
ESAM,Q925F2,,,,
CHP1,P61022,0.603145369923146,,,
PRP4K,Q61136,0.0105131103491995,,,
RPR1B,Q9CSU0,0.146777452873142,,,
GSTK1,Q9DCM2,,,,
DYN2,P39054,0.119667090943519,4.52768650346145,29.669723329752713,0.00021364314858729472
SPB1,Q9DBE9,0.187503042612609,,,
RM50,Q8VDT9,0.142826458835824,,,
UBP7,Q6A4J8,0.247065952816091,,,
MYH14,Q6URW6,0.0683190166184226,,,
RB3GP,Q80UJ7,0.0673235890934643,,,
PESC,Q9EQ61,0.247776199190373,,,
CD2AP,Q9JLQ0,0.113911547359385,,,
RED,Q9Z1M8,0.11750017025243,,,
CNOT1,Q6ZQ08,0.534898413865197,,,
EXOS9,Q9JHI7,0.0709630831223925,,,
PLAP,P27612,0.750897028280175,,,
NOLC1,E9Q5C9,0.524469304679373,,,
SCOC,Q78YZ6,0.125452208917167,,,
INF2,Q0GNC1,0.153262011657865,4.45782297023961,34.84793353564246,0.00023293928558487664
DDX27,Q921N6,0.0349815251135289,,,
GSLG1,Q61543,0.656948234706464,,,
DPOD2,O35654,0.0501708771696048,,,
ECH1,O35459,,,,
RM37,Q921S7,0.0741463289951857,,,
CBX1,P83917,0.129608634137556,,,
TIM16,Q9CQV1,0.108124172391274,,,
IST1,Q9CX00,0.102651758190023,,,
TOM20,Q9DCC8,0.163454113669513,,,
NICA,P57716,0.464233862855436,,,
CD11B,P24788,0.123956822835293,,,
FKBP5,Q64378,0.158620412753847,,,
RBBP5,Q8BX09,0.137301406382544,,,
GBF1,Q6DFZ1,0.107871828591456,,,
PRAF3,Q8R5J9,0.147236806735255,,,
CERS2,Q924Z4,0.600171473274204,,,
OGT1,Q8CGY8,0.323211586930824,,,
MYO1B,P46735,,,,
NFKB2,Q9WTK5,0.161700060486452,,,
NNRE,Q8K4Z3,0.192445349406531,,,
BCAT1,P24288,0.668017027152966,,,
PPIE,Q9QZH3,0.0681049045653344,,,
MVD1,Q99JF5,0.227269644637667,,,
SF01,Q64213,0.141093435717706,4.80084756577356,15.818031433246038,0.00046947428944399405
ANM3,Q922H1,0.127786514894482,,,
ACOT1,O55137,,,,
RRAS2,P62071,0.124869750943414,,,
NDUB4,Q9CQC7,0.409829765264734,,,
TCOF,O08784,0.275894634913208,,,
ECM29,Q6PDI5,0.187145479149582,,,
P20D2,A3KG59,,,,
RT34,Q9JIK9,0.423979978743766,,,
CTBP1,O88712,0.262810098288986,,,
PGAM5,Q8BX10,0.137050496190297,,,
DPM1,O70152,0.189239592581068,,,
EXOS8,Q9D753,0.137232409345874,,,
P5CR2,Q922Q4,0.417210487590448,,,
HMOX2,O70252,0.40752697860318,,,
GRAN,Q8VC88,,,,
LPP,Q8BFW7,,,,
THOC5,Q8BKT7,0.0117492251325331,,,
ECI2,Q9WUR2,0.0293716660331536,,,
TSR1,Q5SWD9,0.20542165033086,,,
NCBP2,Q9CQ49,0.196546851387792,,,
PCH2,Q3UA06,0.109782039719136,,,
NOG2,Q99LH1,0.204002047694516,,,
MTND,Q99JT9,0.250100446638324,,,
BLMH,Q8R016,0.402003577343344,,,
UB2D1,P61080,,,,
HUWE1,Q7TMY8,0.201474756792815,,,
PDS5A,Q6A026,0.247490355945666,,,
RM18,Q9CQL5,0.794555031242455,,,
PAPOA,Q61183,0.268894844944923,,,
MAP1S,Q8C052,0.08943452854745,,,
RAB23,P35288,,,,
HCK,P08103,0.11302227560547,,,
GHC1,Q9D6M3,0.446134360385383,,,
KIF11,Q6P9P6,0.0558180683775486,,,
PURA,P42669,0.317624142820239,,,
RPB3,P97760,0.170063501491978,,,
ZN207,Q9JMD0,0.197219616595788,,,
ULA1,Q8VBW6,0.0315449125739236,,,
IRGQ,Q8VIM9,,,,
EI2BE,Q8CHW4,0.187025873038841,,,
PZP,Q61838,0.130503951288764,,,
FADD,Q61160,0.0142680017953603,,,
C2AIL,Q9D211,0.121033645335745,,,
RL22L,Q9D7S7,2.03725116545214,,,
RIR2,P11157,0.457110236989579,,,
RBGPR,Q8BMG7,0.128019145801768,,,
MP2K3,O09110,0.176419341994226,,,
ADRM1,Q9JKV1,0.217688703593492,,,
NCOA3,O09000,,,,
MAGT1,Q9CQY5,0.199714650379399,,,
MPRIP,P97434,0.0020901320464921,,,
PSMG2,Q9EST4,1.47552032673546,,,
FRIL1,P29391,4.93747014558141,,,
NUP43,P59235,0.0874087910551509,,,
TM14C,Q9CQN6,,,,
SAFB1,D3YXK2,0.0203045723763036,,,
NIT1,Q8VDK1,0.0026192118348794,,,
HAT1,Q8BY71,0.362594403540184,,,
GSH0,O09172,0.29533019746011,,,
DUS12,Q9D0T2,0.0320072536385835,,,
NOMO1,Q6GQT9,0.267281779338136,,,
CFA20,Q8BTU1,,,,
GNL3,Q8CI11,0.407199527604838,,,
RL1D1,Q8BVY0,0.343951681443399,,,
STABP,Q9CQ26,0.0180574226032987,,,
NCOA5,Q91W39,0.007681411176613,,,
